"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"SYK",6.12607339035151e-08,-0.285415407677476,0.173,0.5,0.00175132186083369,3.99628802530715e-07
"AC034238.1",6.15444767757774e-08,-0.408802781791246,0.583,0.757,0.00175943350206592,3.99628802530715e-07
"LINC01871",6.769068627102e-08,-1.13259536916032,0.197,0.541,0.00193514133911592,4.36627340582606e-07
"RPS4X",7.36869554542854e-08,0.563012027213922,0.984,0.892,0.00210656268252711,4.72178254029434e-07
"RPL32",8.13892264486513e-08,0.506402290268785,1,0.959,0.00232675520571404,5.18124879483571e-07
"LBH",8.59972944294748e-08,0.402910200670962,0.74,0.432,0.00245849065314982,5.43904966066938e-07
"CD244",8.88485899588579e-08,-0.470797583569083,0.102,0.405,0.00254000348974383,5.58313074967275e-07
"IL6ST",8.97940258990233e-08,0.351869864133939,0.614,0.216,0.00256703161240128,5.60637059138773e-07
"B4GALT1",9.09677376063479e-08,-0.371183845879145,1,0.986,0.00260058568269027,5.64347620564222e-07
"AC018738.1",1.02087093838994e-07,0.461227307340379,0.89,0.622,0.00291846583866917,6.25363706913084e-07
"RPS28P7",1.02087093838994e-07,0.461227307340379,0.89,0.622,0.00291846583866917,6.25363706913084e-07
"RPS3A",1.15069870036721e-07,0.394817305142516,1,1,0.00328961744460978,7.00487833848539e-07
"CORO1B",1.33870140019622e-07,0.31873170365447,0.535,0.176,0.00382707956288097,8.0987277254107e-07
"C1orf21",1.52590523683549e-07,-0.360178730282366,0.016,0.243,0.00436225789106531,9.17426975727018e-07
"RPL23A",1.7824328124209e-07,0.354561153772929,1,1,0.00509561892414887,1.0650856192012e-06
"RPS13",1.80574018013119e-07,0.510407759334422,1,0.905,0.00516225002695904,1.07243349722425e-06
"HVCN1",2.0547876487958e-07,-0.61982694209393,0.268,0.568,0.00587422693037744,1.2129473757134e-06
"NCALD",2.0687774981178e-07,-0.346008294585089,1,1,0.00591422111161917,1.2138489657631e-06
"CD28",2.20665942590601e-07,0.451347332290468,0.803,0.541,0.00630839796678009,1.28699777295356e-06
"MMP25-AS1",2.46827923180298e-07,-0.901342150380171,0.512,0.73,0.00705631666787837,1.43101426891435e-06
"TRADD",2.84058386085662e-07,0.274376489923745,0.52,0.135,0.00812066114141689,1.63711756241085e-06
"RPL9",3.09347594906085e-07,0.423906699787111,0.992,0.946,0.00884362904317516,1.76229750173088e-06
"RPL37",3.09397199995873e-07,0.469309731467518,0.992,0.973,0.00884504715348202,1.76229750173088e-06
"CTSD",3.46493963278436e-07,-0.627547128314517,0.496,0.797,0.00990556942220392,1.96212279205347e-06
"MAL",3.67140693941216e-07,0.513820741000487,0.402,0.068,0.0104958181583915,2.06702332889448e-06
"CLIC3",3.76278610389482e-07,-0.668308899520698,0.047,0.297,0.0107570529138145,2.10629520988135e-06
"LYST",4.85709883885517e-07,-0.567494960540157,0.26,0.568,0.0138854741605192,2.70332243945425e-06
"BHLHE40",5.07609844434453e-07,-0.4760799433354,0.331,0.635,0.0145115502326921,2.80915902544976e-06
"APOBEC3G",7.93721451418681e-07,-0.8272508590855,0.598,0.757,0.0226909088531572,4.36771013379545e-06
"AC109460.4",8.63781941638071e-07,0.286526504498025,0.504,0.149,0.0246937981475492,4.72653714132293e-06
"AC005884.2",8.6978148678359e-07,0.350162214825316,1,0.946,0.0248653131441693,4.73277747557104e-06
"TSPAN32",8.99253488525187e-07,-0.52300049169787,0.189,0.514,0.025707858729958,4.86596054346406e-06
"RIN3",9.29619857936353e-07,-0.293024332836389,0.315,0.649,0.0265759724986845,5.00248476038678e-06
"PIP4K2A",9.60572633826034e-07,-0.489142539641966,0.913,0.973,0.0274608504558187,5.14064695245361e-06
"CHST12",9.69894298120941e-07,-0.480452146592369,0.976,0.986,0.0277273381946815,5.16216965229397e-06
"JAK1",1.09191580988545e-06,-0.460906302991552,0.811,0.919,0.0312156891730053,5.78003260232843e-06
"MAP3K8",1.14023258662609e-06,-0.418778339191233,0.228,0.541,0.0325969691864667,6.00317048310169e-06
"SLAMF1",1.2289913965992e-06,0.288836549963562,0.346,0.054,0.035134406045978,6.42341327987402e-06
"FCGR3A",1.2332425906945e-06,-0.313694458852988,0.016,0.216,0.0352559391827743,6.42341327987402e-06
"AMFR",1.24332322213152e-06,-0.345898563377363,1,1,0.035544124274296,6.44147243806439e-06
"RPLP1",1.58004538935591e-06,0.3435221848006,1,1,0.0451703375909066,8.14266777371774e-06
"AC010970.1",1.68229250475352e-06,0.39005685286376,1,1,0.0480933781258936,8.62396262963119e-06
"CD7",1.96897711975561e-06,-0.424192666823391,0.764,0.892,0.0562891178995735,1.0038120638565e-05
"ACTB",1.9787671073968e-06,0.411524855152129,1,1,0.0565689940662598,1.0038120638565e-05
"RPL5",2.10547796772598e-06,0.438042160982496,1,0.946,0.0601914041413503,1.0625572749042e-05
"CAPN12",2.12541882656629e-06,-0.552529508325058,0.181,0.459,0.0607614734138771,1.06709172014204e-05
"SPOCK2",2.19495333805346e-06,0.330882599114178,0.756,0.432,0.0627493260282724,1.08885072151888e-05
"LPAR6",2.19947592090754e-06,0.621101669189571,0.654,0.365,0.0628786176269047,1.08885072151888e-05
"PLCG2",2.20229560717885e-06,-0.322511944050243,0.228,0.473,0.062959226818029,1.08885072151888e-05
"TSPYL2",2.28533873875641e-06,0.435493589366912,0.654,0.351,0.0653332638635683,1.11870913339795e-05
"AC092821.3",2.28565829102866e-06,-0.649284789167845,0.496,0.743,0.0653423992239275,1.11870913339795e-05
"FAM102A",2.3373345821327e-06,0.381737011904589,0.48,0.162,0.0668197210340096,1.13828194149862e-05
"RPS6",2.4428843662978e-06,0.325336512439224,1,1,0.0698371782637216,1.18376585710152e-05
"SUSD3",2.54545138840189e-06,0.419205888784985,0.37,0.068,0.0727693642916334,1.22736121401161e-05
"TMC8",2.5840805958315e-06,0.388601941583483,0.874,0.541,0.073873696073631,1.23984950755659e-05
"RPL14",2.76099332327909e-06,0.577650785501401,0.969,0.946,0.0789312771259025,1.3182389690558e-05
"HLA-DRB1",2.86868895477365e-06,-0.46246854865597,0.268,0.554,0.0820100798390692,1.36297709363392e-05
"AC112491.1",2.99193285293489e-06,0.315278755630063,0.992,0.959,0.0855333763997028,1.4140890735982e-05
"BST2",3.00530224060398e-06,-0.535268566151559,0.339,0.676,0.0859155804543866,1.4140890735982e-05
"RPS18",3.23959656446776e-06,0.358930464595372,1,0.986,0.0926135865850043,1.51700339124596e-05
"TESPA1",3.30843516552504e-06,0.339771671057321,0.709,0.365,0.0945815445120298,1.54182576613463e-05
"RGCC",3.3258607877984e-06,0.447582592159211,0.496,0.162,0.0950797082015807,1.54256590824555e-05
"CAMK4",3.5528941145102e-06,0.485907483893377,0.472,0.189,0.101570136945618,1.64005633532367e-05
"ABRACL",3.63114543555878e-06,0.391712657281837,0.748,0.378,0.103807185711754,1.66827153501615e-05
"CITED2",3.73029356640175e-06,0.414377291840879,0.63,0.297,0.106641632476293,1.70577743365038e-05
"AC017104.1",4.24046443702137e-06,-0.485197446682102,0.024,0.216,0.121226397325567,1.93000577647608e-05
"RPL19",4.38484708142732e-06,0.391777851310165,1,0.905,0.125354008363844,1.98643770107451e-05
"CYTIP",4.50798015486024e-06,0.416242821366042,0.929,0.73,0.128874136667145,2.03276512538605e-05
"PRKAR1A",4.65561155240733e-06,-0.587106676384616,0.598,0.811,0.133094623060221,2.08966159080403e-05
"FYB1",5.27180162145314e-06,0.439625839817029,0.992,0.851,0.150710264754102,2.34949262314185e-05
"CMTM7",5.28274008694113e-06,0.410647643410563,0.567,0.243,0.151022973605473,2.34949262314185e-05
"NOSIP",5.46717345693728e-06,0.412059103798631,0.835,0.568,0.156295554786923,2.42046679411678e-05
"INPP4B",5.52852098283185e-06,0.29056401799755,0.693,0.365,0.158049357857197,2.43655178157386e-05
"ARHGAP15",6.50991096020051e-06,0.483355718875352,0.921,0.689,0.186105334530212,2.85615012397986e-05
"VIM",6.69764986520784e-06,0.555690049026113,0.827,0.595,0.191472414346562,2.92534124157508e-05
"PLEKHB1",6.79588585108525e-06,0.337519249802442,0.236,0,0.194280784710825,2.95299527654939e-05
"DDIT4",6.82160099818905e-06,0.598647998423706,0.969,0.77,0.195015929336229,2.95299527654939e-05
"DUSP2",7.17918962506441e-06,-1.23598772871755,0.654,0.743,0.205238673001341,3.09404013044811e-05
"HCST",7.80681151026844e-06,-0.569660900043978,0.685,0.851,0.223181127455554,3.33930695097338e-05
"APOBEC3C",7.82549107305658e-06,-0.583682751679258,0.866,0.959,0.223715138796542,3.33930695097338e-05
"TIMM8B",7.85114262600517e-06,-0.54223151906311,0.181,0.459,0.224448465392236,3.33930695097338e-05
"RPS14",7.95284172317817e-06,0.270186492704623,1,1,0.227355839182217,3.36785558190241e-05
"KLRB1",8.47952656516683e-06,-0.318747460946482,0.591,0.905,0.242412705444989,3.57535016210931e-05
"PBXIP1",8.91149424548849e-06,0.335091722490343,0.874,0.622,0.254761797490025,3.74129111858008e-05
"SLAMF7",9.06987883263367e-06,-0.632000126741782,0.724,0.878,0.259289696067331,3.79144291115244e-05
"HLA-B",9.2601511664146e-06,-0.365639417733136,1,0.986,0.264729201545461,3.85443898978112e-05
"SELL",9.4783758838188e-06,-0.560514335068035,0.992,0.973,0.270967809766612,3.9284843024849e-05
"STARD3NL",9.6857348417977e-06,-0.459361418101848,0.37,0.649,0.276895787657313,3.99741768470804e-05
"FP236383.2",1.05243979520614e-05,0.612805225723061,1,1,0.300871488653532,4.2890224289991e-05
"FP236383.3",1.05243979520614e-05,0.612805225723061,1,1,0.300871488653532,4.2890224289991e-05
"FP671120.3",1.05243979520614e-05,0.612805225723061,1,1,0.300871488653532,4.2890224289991e-05
"GIMAP4",1.07435999542202e-05,0.421127476512198,0.78,0.459,0.307138035491247,4.36011098142103e-05
"TMC6",1.1011297352811e-05,0.347134230226879,0.835,0.568,0.31479096872216,4.45020897163397e-05
"THEMIS",1.10686112591562e-05,0.31870452175621,0.433,0.149,0.316429458676756,4.45488734149508e-05
"CCL4",1.20527154633385e-05,-2.38001817220594,0.118,0.351,0.34456302966592,4.81351667887759e-05
"RPL38",1.20585017417467e-05,0.543726879825419,0.937,0.932,0.344728447793055,4.81351667887759e-05
"RPS3",1.22312459148695e-05,0.373404549714283,1,1,0.349666858214289,4.85012408998918e-05
"MTFP1",1.22498000630117e-05,0.351704043191475,0.252,0.014,0.350197284201378,4.85012408998918e-05
"RPS27A",1.28071491989475e-05,0.362050919151191,1,0.959,0.366130781299512,5.05026855051616e-05
"LAT2",1.39002080227574e-05,-0.586838543948241,0.535,0.716,0.397379146954587,5.45919460248615e-05
"LCK",1.41530271358111e-05,0.332309484243473,0.976,0.73,0.404606739758568,5.5361640282249e-05
"AC020571.1",1.45433150570637e-05,0.477995708397137,0.417,0.149,0.415764290851337,5.66607554623201e-05
"ACTN4",1.53370529603712e-05,-0.433553075490592,0.283,0.527,0.438455670031091,5.95150979418387e-05
"RPS20",1.62735746270341e-05,0.408718879503091,0.984,0.919,0.465228951437652,6.28986574870288e-05
"AP3M2",1.78096559990152e-05,0.29869167662815,0.283,0.041,0.509142445699845,6.85125185372223e-05
"PTPN12",1.78667142797274e-05,-0.384505498066856,0.307,0.541,0.510773627828846,6.85125185372223e-05
"HSH2D",1.81903073738826e-05,-0.524191593042763,0.63,0.77,0.520024507204556,6.94798407143594e-05
"CIB1",1.8658602954434e-05,0.368400535281978,0.74,0.392,0.53341214126136,7.09901534281982e-05
"GPR171",1.95443173334695e-05,0.595376432719149,0.512,0.189,0.558732943929226,7.40706812560284e-05
"PRKCQ-AS1",2.24819031797584e-05,0.581578331156148,0.472,0.176,0.642712648102932,8.48735414615684e-05
"ANTXR2",2.54259414478988e-05,0.253899410269167,0.559,0.27,0.72687681411253,9.56172469893954e-05
"MYC",2.57168451830447e-05,0.324496761011636,0.402,0.122,0.735193170092883,9.63392584934061e-05
"PDE6G",2.67745099785644e-05,-0.550594516611928,0.016,0.176,0.7654296912672,9.99171368548726e-05
"ITGB2-AS1",2.69596227318654e-05,0.287787653975122,0.457,0.176,0.770721694658568,0.000100223940995561
"SARAF",2.71304999981995e-05,0.42461668233603,0.976,0.932,0.775606733948526,0.000100475692008541
"MAP4K1",2.78933829547265e-05,0.410316465744191,0.756,0.486,0.797416031909721,0.000102909678022362
"GSAP",2.86892314043826e-05,-0.2901961667147,0.205,0.473,0.820167747388491,0.000105446458067429
"RPL28",2.97637934321357e-05,0.40180591648383,0.866,0.73,0.850887326637896,0.000108932717032765
"PRDX2",2.98614326978934e-05,0.361840748050664,0.598,0.27,0.853678637967377,0.000108932717032765
"APMAP",3.02558189562777e-05,-0.660682368110468,0.425,0.608,0.864953352322066,0.000109959580833636
"TNFRSF10A",3.25819744377517e-05,0.251033722484598,0.535,0.27,0.931453485226444,0.000117973394432603
"PSMB9",3.77806735474524e-05,-0.539246129586258,0.811,0.932,1,0.000136290281611921
"PON2",3.85626408266916e-05,-0.461979410146072,0.118,0.351,1,0.000138597830867888
"PTPN6",3.87403515350443e-05,-0.457919318882527,0.339,0.635,1,0.000138695261142612
"CRTC3",3.88745444475698e-05,0.264039298957751,0.457,0.189,1,0.000138695261142612
"SHISA5",4.03758850808987e-05,0.253954102436248,0.772,0.459,1,0.000143525956455458
"ANKRD10",4.14272683100458e-05,-0.56318926585506,0.74,0.865,1,0.000146727852123581
"U47924.2",4.30653767903021e-05,-0.329034015283681,0.11,0.338,1,0.000151977090557081
"RPS23",4.36314913365235e-05,0.351828498893839,0.976,0.865,1,0.000153087752975141
"ITK",4.37361452123078e-05,0.4042897953623,0.866,0.716,1,0.000153087752975141
"PASK",4.38516253388751e-05,0.45133721902298,0.535,0.284,1,0.000153087752975141
"LEF1",4.49136249621501e-05,0.375309533213327,0.48,0.176,1,0.000156235252546908
"HLA-DPB1",4.63836604929752e-05,-0.496477518776192,0.315,0.541,1,0.000160774680854654
"CXCR4",4.66637444187719e-05,0.420266454013871,1,0.946,1,0.000161171939942851
"CRTAM",5.08882764287359e-05,-0.39628315667623,0.37,0.595,1,0.000175141983185826
"AC135068.8",5.51819868680634e-05,0.442804762348621,0.362,0.108,1,0.000188586860384189
"IGHV1OR15-1",5.51819868680634e-05,0.442804762348621,0.362,0.108,1,0.000188586860384189
"AQP3",5.59471801649525e-05,0.344946773591208,0.386,0.135,1,0.000190533403778545
"MIR181A1HG",5.68192770619311e-05,-0.29133403646047,0.063,0.257,1,0.000192829184175334
"RPL35",5.70978996572484e-05,0.34445131487231,0.976,0.865,1,0.000193101924535278
"ICAM2",5.75270772377742e-05,0.487128484818003,0.78,0.554,1,0.00019388018418544
"RPL35A",5.78130957759359e-05,0.459619626382,0.984,0.919,1,0.000194172259606074
"AC136475.9",6.1681996804698e-05,-0.27940336344679,0,0.122,1,0.000206454518514694
"ALDOA",6.41013827141117e-05,0.396604846130368,0.953,0.757,1,0.000213817625902551
"ISCU",6.53831249147488e-05,0.347286788607338,0.685,0.338,1,0.00021734868145722
"PKM",6.83717371218633e-05,0.455830678006137,0.819,0.608,1,0.000226510448832295
"SKAP2",6.86502631308455e-05,-0.428448167857761,0.26,0.5,1,0.000226662224709978
"TTC39C-AS1",7.08772085290455e-05,0.286170668304872,0.236,0.027,1,0.00023322432806517
"HMGN3",7.33111560487436e-05,-0.47875280202287,0.575,0.784,1,0.000240421097614398
"LDLRAP1",7.41863267945653e-05,0.303825306927097,0.512,0.27,1,0.000242474772811767
"ACTG1",7.45897900158582e-05,0.499328450128818,1,0.919,1,0.000242978111958013
"PPP2R5C",7.8088708210924e-05,0.46667188738373,0.953,0.824,1,0.000253528005991466
"PLA2G6",7.98165116336534e-05,-0.338192491168985,0.142,0.365,1,0.000258276685485643
"MT-RNR1",8.82288140745114e-05,-0.382006862388644,0.984,1,1,0.000284552532809848
"TRA2A",8.94745448753372e-05,-0.456474717546539,0.882,0.946,1,0.000287617843922701
"GSTK1",9.48014798494204e-05,0.463125038383648,0.913,0.676,1,0.000303738951885972
"CCL5",9.67154176531886e-05,-0.737521120972883,0.85,0.905,1,0.000308855137030182
"ICOS",9.77950050959735e-05,0.278376074418915,0.504,0.257,1,0.000311282140403524
"RPS15",9.88749811884601e-05,0.334607089282599,0.984,0.919,1,0.000313694565724951
"RPL12",0.000104123341664137,0.338324441884809,0.976,0.797,1,0.000328384388875326
"HLA-C",0.000104179441645252,-0.341686414730961,1,0.973,1,0.000328384388875326
"PFKP",0.000111800078795168,0.263310369041904,0.299,0.068,1,0.000351268634666109
"MED13",0.000114611729037757,-0.434840957152869,0.559,0.716,1,0.00035894477197034
"FLOT1",0.000122881253941711,-0.565818879433461,0.394,0.581,1,0.000383610068394958
"LAPTM5",0.000127793718585493,0.353410696645597,0.976,0.892,1,0.000397671188186167
"CCL4L2",0.000130869790695116,-0.309441171872525,0.047,0.216,1,0.000405946420818608
"VAV3",0.000132744745362901,-0.409136512962009,0.236,0.446,1,0.00041045518089989
"HLA-DMB",0.000134753566828559,-0.312537191844026,0.008,0.135,1,0.000415348019275369
"SPINK2",0.000137090998864953,-0.737463417315582,0.094,0.297,1,0.000421219662127646
"DDX5",0.000146058871945863,-0.264885845272118,1,1,1,0.000447362708412799
"MT-CO3",0.000147546996467118,-0.261049619267356,1,1,1,0.000450503995482674
"YIPF5",0.000148587683654497,0.460881189663286,0.598,0.378,1,0.000452263762123374
"RAP1B",0.000154391589673457,-0.511984426693395,0.961,0.986,1,0.000467663245817799
"PARP8",0.000154607356420258,-0.564366165574733,0.756,0.838,1,0.000467663245817799
"ZNF667-AS1",0.000155514065785254,-0.406849961025965,0.079,0.27,1,0.00046894953583541
"RPL26",0.000156401817564645,0.407989261596083,0.945,0.824,1,0.000470170896012236
"GSTP1",0.000158829562895559,-0.778282035407194,0.425,0.595,1,0.000475999982339306
"TRAV8-2",0.000160787714106623,0.327416930687195,0.173,0,1,0.000480390286932057
"FOXP1",0.000161597626494248,0.348002326295298,1,1,1,0.000481333603074611
"CH25H",0.000163477639075425,0.355269137506158,0.291,0.068,1,0.000484600055491174
"RGS3",0.000163724669861777,-0.451479802220352,0.315,0.527,1,0.000484600055491174
"ZNF75A",0.000164227219311003,0.343684375954927,0.732,0.5,1,0.000484600055491174
"RPS11",0.000164684413108397,0.357208609049493,0.984,0.878,1,0.000484600055491174
"FLT3LG",0.00016816936221746,0.259599858929872,0.78,0.581,1,0.000493364333734357
"CD164",0.00017002367017019,-0.428055503727908,0.803,0.865,1,0.000497306470708003
"ECH1",0.000172473578744564,-0.482517016022881,0.591,0.77,1,0.000502961873344928
"TSSC4",0.000184224219636471,-0.464435991577808,0.15,0.365,1,0.000535625044554993
"COMMD7",0.000193666251002885,-0.393871487501289,0.268,0.514,1,0.000561401572847649
"SKAP1",0.000195160082291436,0.282908312647704,0.606,0.311,1,0.000564053175524804
"FKBP5",0.000200463791551711,0.308455912207126,0.819,0.676,1,0.000577667849027711
"EEF1G",0.00020241835766183,0.302043887168078,0.992,0.959,1,0.000581579588090332
"CD55",0.000205206919424376,-0.562365923169249,0.52,0.649,1,0.000587857469174535
"RUNX3",0.000213329208505185,-0.284202868933169,0.441,0.649,1,0.000608058207685442
"GPR68",0.00021350709140495,-0.253014487278135,0.118,0.324,1,0.000608058207685442
"CCR7",0.000230838647899771,0.325130031546978,0.945,0.649,1,0.000655501000158534
"EEF1D",0.000243679644146156,0.349032394749861,0.976,0.851,1,0.000689953411041733
"RSRP1",0.000256895244463714,-0.529857923127265,0.906,0.946,1,0.000725263675674368
"EIF3H",0.000269998906884454,0.457811065303334,0.724,0.514,1,0.000760054726316354
"MATK",0.000271500373943592,-0.317685714604377,0.378,0.554,1,0.000762078859426683
"TRAV13-1",0.000272597012655195,1.1381471491309,0.189,0.014,1,0.000762958305534941
"RAB37",0.000288755835062682,-0.321626798788443,0.276,0.486,1,0.000805868720203588
"RPS25",0.000313255633418289,0.401806967850646,1,0.986,1,0.000871745676998323
"ZMAT4",0.000326347821640946,-0.376680516991103,0.008,0.122,1,0.000905591960906784
"AC135983.2",0.000338110346087371,-0.291884606860381,0.22,0.446,1,0.00093556669627585
"CD48",0.000340363340341517,0.390000571225087,0.638,0.365,1,0.000939132842755348
"TNFRSF25",0.000341488527169547,0.374441159621122,0.819,0.689,1,0.000939575778144459
"TRBV5-1",0.000344291226938911,0.623645096670361,0.157,0,1,0.000944618746587323
"PFN1",0.000358503051364523,-0.292650299965862,1,1,1,0.000980848236036644
"CXCR6",0.000367605120410768,-0.326946062818896,0.087,0.27,1,0.00100293385792742
"METRNL",0.000370757091605542,-0.26159188751455,0.008,0.122,1,0.00100870784140726
"ANKRD12",0.000374275200464365,0.380022058802269,0.921,0.892,1,0.00101544302298688
"SLC25A6",0.000390837407225455,0.304196034826949,0.85,0.635,1,0.00105743231843776
"AC245014.3",0.000395706803867408,-0.569290030844357,0.354,0.595,1,0.00106493780936957
"STARD3",0.000395798241264664,0.256266702961337,0.331,0.108,1,0.00106493780936957
"YPEL5",0.000398318847491146,0.332255437384574,0.906,0.608,1,0.00106876737591288
"CD38",0.00042434497218946,-0.334121657842512,0.165,0.338,1,0.00113547253547399
"DPM1",0.000469389104197588,0.288483131584704,0.354,0.122,1,0.0012525616095574
"PECAM1",0.000484933721997271,-0.330944704749873,0.496,0.622,1,0.00129050668094356
"MSL3",0.000494466576853166,0.378199550660077,0.567,0.311,1,0.00131197537262613
"SRRM2",0.000495695007316648,0.367691044019133,0.717,0.527,1,0.00131197537262613
"SEPT1",0.000502718765382257,0.303814726278523,0.913,0.77,1,0.00132695955957268
"TCIRG1",0.00050558499869632,-0.276641156899145,0.291,0.527,1,0.0013309183479195
"CD84",0.000511294809727213,0.273992951540859,0.724,0.595,1,0.00134232114467468
"MAX",0.000512961358512103,0.461534047572405,0.417,0.203,1,0.00134307624513653
"MCTP2",0.000526716183789723,-0.406525954097036,0.236,0.419,1,0.00137482965786814
"LY6E",0.000527912004150601,-0.569682059053439,0.535,0.649,1,0.00137482965786814
"ARPC1B",0.000533647312746594,0.361717478875593,0.945,0.851,1,0.00138605995364049
"RPL22",0.00056688174072234,0.335427070808473,0.929,0.703,1,0.00146654337691562
"LPXN",0.000567645639730174,0.330022682693435,0.709,0.527,1,0.00146654337691562
"RORA",0.000578209661497167,0.26515353269923,0.614,0.392,1,0.00148988415422815
"RPL6",0.00058028188633966,0.311480859335802,1,0.959,1,0.00149127851528979
"RAMP1",0.00058536566476804,-0.539412230852921,0.024,0.149,1,0.00150038462495808
"EEF1B2",0.000590282942283966,0.338330368644869,0.953,0.757,1,0.00150661105652376
"ITGB2",0.000590888525248538,-0.470615267134595,0.858,0.851,1,0.00150661105652376
"RPS5",0.000605917006061163,0.354642231969202,0.929,0.743,1,0.00154089598930437
"DRAP1",0.000620279381666635,-0.350725273734934,0.425,0.662,1,0.00157331280662318
"STK17B",0.000642505193123442,0.342928534154489,1,0.986,1,0.00162545469636944
"CCDC66",0.000649631979451564,0.289680833662311,0.63,0.419,1,0.00163922680825343
"LINC01550",0.000659111197931517,0.371039271571407,0.638,0.405,1,0.0016546319777935
"RGS1",0.000659134709839712,0.869629769716668,0.984,0.838,1,0.0016546319777935
"VAMP5",0.000664001811464128,0.370081122314334,0.299,0.095,1,0.00165832759018127
"SELENOM",0.000664012074097223,0.386139677717971,0.386,0.189,1,0.00165832759018127
"IL18R1",0.000692392271828765,-0.252823415709874,0.268,0.486,1,0.00172478279478572
"DDX24",0.000696125152605627,0.350655292325166,0.724,0.527,1,0.00172965790468847
"HAX1",0.00071167421031773,0.302027421120031,0.488,0.243,1,0.00176379308104191
"CFLAR",0.000730658927524005,-0.595706638550433,0.984,1,1,0.00180494908912215
"OTUD5",0.000731986540249743,-0.407364281813199,0.244,0.473,1,0.00180494908912215
"RBM8A",0.000739898800649087,-0.62798456867533,0.858,0.878,1,0.00181985210058639
"PPP1R2",0.000767831511748185,0.424839261848709,0.85,0.676,1,0.00188379821773988
"TACC3",0.000813685928547671,0.252731202603299,0.276,0.081,1,0.00199128164423475
"SF1",0.000834395639897867,0.348254935267988,0.669,0.432,1,0.00203684549689354
"EVI2B",0.000842668110385438,0.257328012019319,0.559,0.297,1,0.00205189684878854
"RPL18A",0.000868341536534278,0.280628070554978,0.992,1,1,0.00210913879447478
"DEDD2",0.000880833761085369,0.250032209290335,0.472,0.243,1,0.00213415941118694
"CCL3",0.000893115861931413,-1.32561224512579,0.008,0.108,1,0.00215854801370024
"TRGV10",0.000946624671303226,-0.474647367652125,0.063,0.216,1,0.0022822089847756
"PSMB1",0.000966108590358126,-0.316397470991806,0.701,0.838,1,0.00232343152347856
"CHD9",0.000977530191044409,-0.54499749827579,0.441,0.635,1,0.00234510937457452
"GIMAP5",0.000999733010770222,0.314216797062914,0.803,0.554,1,0.00239248145574987
"RPL8",0.00100252975320757,0.301346807191641,1,0.959,1,0.00239329406770631
"MINOS1",0.00102603975163538,0.366664611152326,0.843,0.689,1,0.0024434296285889
"HNRNPH1",0.00102975530804765,-0.306999783832747,1,1,1,0.00244629675619125
"ZBTB16",0.00103867156262109,-0.416015645859045,0.339,0.5,1,0.00246147470071275
"TRAV4",0.00105873813308902,0.650060171837601,0.134,0,1,0.00249687879328985
"LINC00239",0.00105873813308902,0.268158386064386,0.134,0,1,0.00249687879328985
"SET",0.0010670964914031,-0.417318504565943,1,0.986,1,0.00250910351179904
"AC109326.1",0.0010690738782306,-0.526151987383675,0.512,0.649,1,0.00250910351179904
"CTSC",0.00108863744767347,-0.496672673905876,0.803,0.811,1,0.00254752687053494
"CD52",0.00109067628851444,0.322914270105008,0.992,0.905,1,0.00254752687053494
"RPL9P9",0.00110173845326024,0.294965527976776,0.937,0.757,1,0.00256720874037195
"FCMR",0.00111179637498992,0.408305566840836,0.906,0.743,1,0.00258446221775701
"ATXN7",0.00117819569656569,0.265001306485087,0.646,0.419,1,0.00273229192489281
"AC026471.4",0.00118417474777094,-0.253264360265277,0.087,0.257,1,0.00273963468961734
"CLIC1",0.00118789739092882,-0.419371284503585,0.732,0.892,1,0.00274135178979689
"SYTL3",0.0011919487254928,-0.503520652695579,0.346,0.514,1,0.00274135178979689
"RABGAP1L",0.00119466709227556,-0.418037693268536,0.748,0.824,1,0.00274135178979689
"ANXA1",0.00119617506228304,0.527829312658228,0.937,0.959,1,0.00274135178979689
"NLRC5",0.00119973152607656,0.33408396196413,0.693,0.446,1,0.00274304813708585
"ARL1",0.00121420758762711,0.262021363181884,0.339,0.135,1,0.00276964447388479
"LST1",0.00123838027908879,-0.480800450945257,0.717,0.784,1,0.00281818315848711
"RBM7",0.00124733869883086,0.310719296768107,0.724,0.5,1,0.00283195312974653
"RHOH",0.00125290266020266,0.282819881290729,0.913,0.703,1,0.00283797021171487
"METTL14",0.00129560781020952,-0.283467351084881,0.346,0.554,1,0.00292789328803728
"DDIT4-AS1",0.00129940927988915,0.284897250290359,0.843,0.649,1,0.00292968666345378
"GLIPR2",0.00131499321876947,-0.330401045481051,0.433,0.649,1,0.00295797550827128
"AAK1",0.00135926628672163,0.260264513247691,0.945,0.838,1,0.00305051927020016
"RGS10",0.00138705192377423,0.348707297022808,0.283,0.095,1,0.00310572085920943
"CTNNB1",0.00141929153373537,-0.300817647743154,0.882,0.878,1,0.00317061916022534
"LYAR",0.00143822893925654,0.279618817978033,0.339,0.135,1,0.003205572052256
"RPS21",0.00146769078193338,0.324338003247019,0.937,0.824,1,0.00325898574859101
"KIAA1551",0.00146888577374892,0.356072275781327,0.882,0.676,1,0.00325898574859101
"RPL23",0.00148875645712773,0.280435586132038,0.984,0.892,1,0.00329556543009639
"RPL18",0.00149995536725112,0.325761154265509,0.953,0.892,1,0.00331282659342991
"AL031846.1",0.00152347298325413,-0.366668690416617,0.016,0.122,1,0.00335715539748761
