"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"FAU",0.00152844207872883,0.334907203471579,0.984,0.919,1,0.00336050244849182
"MT1F",0.00153279090792896,0.252827743144937,0.126,0,1,0.00336247374847479
"AGK",0.00156797538244507,-0.407797863198379,0.22,0.392,1,0.00343192814045281
"ANKRD36C",0.0015721647690524,0.264599587074679,0.693,0.446,1,0.00343338225349112
"IKZF3",0.00159358189111821,0.336227832273486,0.913,0.811,1,0.00347236859496452
"RBM6",0.00161421783018982,-0.420488847562801,0.858,0.959,1,0.00350534953977354
"TNFAIP8",0.00161591575293462,0.482719698475669,0.811,0.73,1,0.00350534953977354
"SLC27A3",0.00165393719881834,-0.377927422458864,0.024,0.135,1,0.00357985518144236
"LINC02273",0.00167491877262187,0.273003250792776,0.236,0.068,1,0.00361723034264679
"PMPCA",0.00168656581400258,-0.303841824359557,0.551,0.73,1,0.00363432544875776
"FAM49A",0.00169539188572411,-0.25284262004234,0.039,0.162,1,0.00364527968365405
"CDK9",0.00171497294351478,-0.267753540582842,0.102,0.27,1,0.00367925913432466
"IER2",0.00179696872373584,-0.565605902535982,0.953,0.892,1,0.00384519497242999
"SSB",0.0018002144840124,0.251460128811891,0.756,0.473,1,0.00384519497242999
"SP140",0.001831769733474,0.280018408096907,0.362,0.162,1,0.00390403439913277
"RPS15A",0.00186248674738914,0.33262983857949,0.984,0.959,1,0.00396083426191489
"RPL27",0.00186726842590961,0.286620906454949,0.945,0.905,1,0.00396235173602605
"TMEM208",0.00188057650559077,-0.391322991608159,0.087,0.243,1,0.00398191634009872
"AC008035.1",0.00190316375093436,-0.343324064183205,0.024,0.135,1,0.00402100107030384
"ARAP2",0.00202273203017325,-0.392669236519302,0.354,0.541,1,0.0042643744532224
"MTRNR2L1",0.00204820836927259,-1.55465119938325,0.89,0.892,1,0.00430875799497086
"AC034236.1",0.0020948308360832,0.252795562904477,0.772,0.689,1,0.00439733886712293
"KMT2E-AS1",0.00211686781914011,-0.289417718234105,0.606,0.757,1,0.00443404141041391
"ACTN1",0.00227287571061214,0.28850620101001,0.661,0.473,1,0.00475060288012065
"S100A10",0.00231969456223183,0.367268261435306,0.74,0.486,1,0.00483807816619658
"TUBA4A",0.00232588242880037,0.252208700558522,0.748,0.514,1,0.00484061855908452
"ERN1",0.00236207878394058,0.5097664572702,0.685,0.527,1,0.0049054685193137
"SOD1",0.00238969069061406,0.2716948438875,0.795,0.608,1,0.00495225262267679
"LPIN2",0.00240031396543392,0.325932203492753,0.37,0.162,1,0.0049637065866935
"LUC7L3",0.00245485673096421,-0.54065429875891,0.591,0.716,1,0.00505976280468369
"C9orf85",0.00245715380555995,-0.303939671904119,0.701,0.757,1,0.00505976280468369
"CCAR2",0.00249384110121805,0.277323450901276,0.323,0.135,1,0.00512447517423287
"FTH1",0.002542110005267,0.286504782531207,1,0.959,1,0.00521266346343169
"IFITM1",0.00256328227197864,-0.309720800168311,0.992,0.973,1,0.00524503557333444
"NT5C",0.00257334094409121,-0.370218133318131,0.157,0.324,1,0.00525457878311287
"PSAP",0.00274539267462139,0.322818592434253,0.803,0.73,1,0.00559416833699003
"TMEM35B",0.00278319181992643,0.277833931152829,0.567,0.324,1,0.00565935038122827
"BIRC3",0.00280966181953816,0.380447504883486,0.913,0.838,1,0.00570127210881284
"SMIM14",0.00283783226907014,-0.420336716256979,0.882,0.919,1,0.00574646284838736
"ZNF226",0.0030207373218021,-0.342429955760017,0.244,0.392,1,0.00610414554239678
"DSTN",0.00304618547122377,0.257409581260378,0.646,0.419,1,0.00614282536019038
"CLNK",0.00307823885643836,-0.30159336479934,0.417,0.568,1,0.00619463769870034
"SLFN13",0.00315740881459455,-0.429169922959521,0.472,0.581,1,0.00634085811425792
"UBA52",0.00319824111093606,0.272852128552458,0.992,0.892,1,0.00640964370792535
"PAM16",0.00324761143464122,0.287200625224433,0.228,0.068,1,0.00649522286928244
"TMCO1",0.00330424529733993,0.384656244113319,0.717,0.527,1,0.00659494860575634
"NDUFA10",0.0033977629632623,0.255903216346623,0.591,0.378,1,0.00676773236445293
"SERF2",0.0034836821155688,-0.255822182120183,0.992,0.986,1,0.00692470689911023
"COX6C",0.0035601790409822,0.365491801999405,0.89,0.73,1,0.00706235109147996
"HAVCR2",0.00363239459702264,-0.501235091709396,0.394,0.527,1,0.00719096003556921
"TRBC2",0.00369895667161658,0.628443135068233,0.984,0.905,1,0.00730787788672322
"CBR4",0.00375248122613607,-0.365979510184473,0.102,0.243,1,0.00739861683047881
"FASLG",0.00382234500174213,-0.434531525259519,0.094,0.23,1,0.0075211394579734
"HSPA8",0.00403902208282324,0.287143677429075,0.992,0.892,1,0.00793146675135048
"AC006435.4",0.00406531803342597,0.252214536361198,0.906,0.811,1,0.00793510974861101
"AC015967.2",0.00406531803342597,0.252214536361198,0.906,0.811,1,0.00793510974861101
"AL356737.1",0.00406531803342597,0.252214536361198,0.906,0.811,1,0.00793510974861101
"BCAS2",0.00415485862923186,0.333679099021811,0.535,0.351,1,0.00809366460974366
"DAD1",0.00420863778527878,0.309225220327843,0.685,0.446,1,0.00818206228116075
"C6orf62",0.0042711627765175,-0.290489574696894,0.969,0.973,1,0.00828707678152998
"ZMYM5",0.00429694374581625,-0.256382833643692,0.315,0.473,1,0.00831622559247035
"CD44",0.00430326252423517,-0.42522236575164,0.953,0.946,1,0.00831622559247035
"ITM2C",0.00456267643185654,-0.259432271326253,0.189,0.378,1,0.00880009276164014
"TRAV8-4",0.00460175495222182,0.29071623831187,0.102,0,1,0.0088579235641582
"AC007038.2",0.00467378479458606,-0.312078427434476,0.031,0.135,1,0.00897882917145331
"IDI1",0.00468779137268109,0.274975723183077,0.472,0.27,1,0.00898800944289642
"LAIR1",0.00472273995018599,-0.255829889437164,0.677,0.851,1,0.00903722733100423
"HLA-F",0.00476739164699772,-0.40287209425868,0.953,0.946,1,0.00910478326308977
"XBP1",0.00481077414629268,-0.496262833909272,0.606,0.743,1,0.00916965561348155
"HIF3A",0.00511746968382117,0.392098153249974,1,1,1,0.00973518646883168
"SPCS2",0.0052022452035116,0.305495392231592,0.661,0.473,1,0.00987716730647232
"MPHOSPH9",0.00530788994320425,-0.322657763988937,0.661,0.689,1,0.0100581416433481
"ZFP36L2",0.00536167962376257,0.314203549987393,1,0.973,1,0.0101403416573684
"SEPT2",0.00539582284873622,-0.491074811745934,0.78,0.892,1,0.0101851384780409
"TUBA1A",0.00552150055861211,0.281638715447219,0.543,0.324,1,0.0104022080156445
"CNPY2",0.00554437922724111,-0.472094874585988,0.787,0.878,1,0.0104154286114851
"ERGIC3",0.00554990497880982,0.279036653837112,0.732,0.514,1,0.0104154286114851
"NELL2",0.00559313638144259,0.41458216679093,0.488,0.324,1,0.0104763746837021
"IRF1",0.00571910393421022,-0.339491974287023,0.835,0.892,1,0.0106917605219208
"AC018816.1",0.00581816405697768,-0.269620966378394,0.063,0.189,1,0.0108561145430963
"EIF4A2",0.00590157721858757,0.29935655655577,0.976,0.905,1,0.0109812955382154
"DCAF11",0.00590780170639103,-0.355125480021123,0.528,0.716,1,0.0109812955382154
"ANXA2",0.00605256594543171,0.287992662294212,0.457,0.284,1,0.0112289509159057
"PTGER2",0.00645581381800217,0.273318054851558,0.37,0.189,1,0.0119543016325744
"MT1X",0.00654667236981201,0.281771020781567,0.173,0.041,1,0.0120801945819103
"GTF2A2",0.00654860650846881,0.35490074733617,0.622,0.392,1,0.0120801945819103
"SRSF6",0.00669689455460935,-0.314727752892334,0.984,0.986,1,0.0123103571200072
"CD37",0.00671125906030739,0.296666363803951,0.78,0.622,1,0.0123103571200072
"ABLIM1",0.00671129325536327,0.418053020630875,0.764,0.608,1,0.0123103571200072
"SERF1B",0.00673537824764541,-0.258145179267631,0.654,0.703,1,0.0123310900938159
"RPL37A",0.00674791685832018,0.252803936996521,1,0.973,1,0.0123310900938159
"ELOB",0.00681498451045728,-0.543085334414662,0.669,0.716,1,0.0124103513205685
"AC103591.3",0.00681677408265313,-0.459885074230148,0.22,0.378,1,0.0124103513205685
"BAZ2B",0.00692142344108754,-0.337024524585256,0.764,0.811,1,0.0125773627455583
"PRKAG1",0.00722509510675212,-0.46958977178859,0.425,0.554,1,0.0131047348863623
"CLSTN3",0.00734070425280381,-0.25811565986601,0.157,0.324,1,0.0132693800020934
"RPS10",0.00734311685947468,0.266364748537077,0.921,0.824,1,0.0132693800020934
"ZFAS1",0.00751134215724963,0.268185059922329,0.677,0.486,1,0.0135482356688169
"SEC11A",0.00757293709938496,0.31466311306223,0.654,0.486,1,0.0136340863859537
"MSN",0.00763223003564677,-0.274594860611948,0.866,0.878,1,0.0137154834957933
"IPO11",0.00776657785290075,-0.377267669369412,0.079,0.203,1,0.0139312096293284
"PNRC2",0.00780772681803297,0.292805785233701,0.622,0.432,1,0.0139792755896399
"ARFGAP3",0.00789545570221435,-0.403899940227378,0.283,0.432,1,0.0141104107412051
"MTG1",0.00801834203698851,-0.292005900721863,0.228,0.405,1,0.0143037823150674
"DEK",0.00822096749053757,0.331943442992294,0.646,0.486,1,0.0146384320581053
"SSR3",0.00843651066166331,0.343237275787417,0.638,0.514,1,0.0149948200446352
"PER1",0.00857636012675983,0.250492364528407,0.48,0.338,1,0.0152140676035323
"IL23A",0.00859110593628619,0.258114286870684,0.181,0.054,1,0.0152140676035323
"KLF6",0.00863780279668223,0.33086337992331,1,0.986,1,0.0152690016768938
"BZW1",0.00876625456676701,-0.304482930151868,0.992,1,1,0.0154679926594766
"ITM2B",0.00892709694499035,0.272205080922407,0.961,0.959,1,0.0157233136065472
"TMEM59",0.00907774308881874,0.275312032695043,0.898,0.811,1,0.0159597865857571
"SLC25A39",0.00916355128530257,-0.391520787092745,0.457,0.568,1,0.0160816197331256
"DDT",0.00940382628339886,-0.31185072310232,0.142,0.284,1,0.0164736093525728
"METAP2",0.0095182601479345,0.367654396639468,0.52,0.338,1,0.0166441389301404
"SLC39A10",0.00959868216367561,-0.286733434677878,0.197,0.351,1,0.0167546889380287
"OAZ1",0.00962861146261814,0.257649353602927,0.961,0.865,1,0.0167768650529339
"PABPN1",0.00986992913557282,-0.423074399030149,0.244,0.392,1,0.0171666267465142
"RPE",0.0100619654371864,-0.285713516792557,0.173,0.311,1,0.0174694373187514
"SEPT11",0.0100827185914062,-0.407545195684177,0.291,0.419,1,0.0174743201210491
"DPP7",0.0101260334936493,0.36235076079422,0.551,0.378,1,0.0175182178025123
"EDF1",0.0101744617095579,-0.456805769648974,0.543,0.662,1,0.0175707902572862
"CCPG1",0.0101934695863946,-0.293516700231363,0.843,0.892,1,0.0175724590745989
"FRG1",0.0105319929302753,-0.331271736528885,0.465,0.608,1,0.0181239595655268
"YIPF4",0.0111459815361273,-0.261760952156459,0.969,0.986,1,0.019146712550596
"SNHG15",0.0113568144986184,0.292108378134571,0.441,0.27,1,0.0194745375381238
"SRSF1",0.0114019712581203,-0.462155847294648,0.575,0.676,1,0.0195022832323178
"PTPN22",0.0114130404952989,-0.287932131851873,0.417,0.568,1,0.0195022832323178
"FOSB",0.0116428685369652,0.268492332505094,0.835,0.703,1,0.0198601645446656
"VPS13C",0.011828074623644,-0.264523787285826,0.63,0.73,1,0.0201408123836176
"SNX14",0.012068242576769,-0.29297129076746,0.425,0.568,1,0.0205139062299704
"BAZ1A",0.0126353569452643,0.258130457729203,0.496,0.338,1,0.0214404837363892
"NDUFS8",0.012664826427819,-0.448475907059389,0.598,0.676,1,0.0214531146794707
"NME1",0.0128555163586831,-0.309548460233933,0.252,0.405,1,0.0217383210648565
"ARL14EP",0.0129184921556513,-0.43204340267025,0.276,0.405,1,0.021806952096368
"CXXC5",0.0130316524775733,-0.43407837683017,0.173,0.297,1,0.0219599126525197
"PSEN1",0.0132067124175716,-0.321107939569204,0.409,0.554,1,0.0222164730478665
"RHBDD2",0.0133547438208696,-0.285416178211103,0.26,0.419,1,0.0224267594509087
"ZNF706",0.0134089819074019,0.328089885233387,0.551,0.392,1,0.0224790849876238
"KLHDC4",0.0136750139588693,-0.4281351635569,0.472,0.622,1,0.0228856762816816
"RNF5",0.0138510124341604,0.271464008566137,0.268,0.122,1,0.0231323875028824
"CLEC2B",0.0138699325479295,-0.453766599260717,0.394,0.514,1,0.0231323875028824
"SMIM27",0.0139141101652763,-0.384142627020716,0.291,0.459,1,0.0231663988050926
"PDHA1",0.0142131914503411,-0.329849046618016,0.197,0.351,1,0.0236239735027853
"GDI1",0.0147445807978308,0.284356224534621,0.512,0.338,1,0.0244654543391605
"NDUFA12",0.0148645774819376,-0.389275162555424,0.386,0.527,1,0.0246226164411687
"TMSB10",0.0148922794807616,0.259479460099424,1,0.986,1,0.0246266217559622
"ILF2",0.0149257842346261,-0.414132971933892,0.472,0.568,1,0.0246401929568235
"PTPN4",0.0150800724194717,-0.326564777287907,0.425,0.554,1,0.0248527758655929
"FMR1-IT1",0.0153303681996537,-0.266466027554277,0.457,0.581,1,0.0252225990311869
"TLN1",0.0156975378029761,-0.28789192580545,0.583,0.676,1,0.0257831396628983
"TCF7",0.015726938802293,0.294194676493326,0.858,0.797,1,0.0257879434232885
"PGK1",0.0158014722571364,0.276251282552275,0.898,0.784,1,0.0258666117284888
"GBP5",0.0166212041657533,-0.390803619839073,0.37,0.5,1,0.0271628403648384
"IP6K2",0.0167247833371639,-0.316114678587095,0.354,0.473,1,0.0272863299336643
"LGALS1",0.0170355638318599,0.388998612737797,0.291,0.149,1,0.0277468882478788
"PSME2",0.0172909431031689,-0.429234669572414,0.732,0.784,1,0.028115824010829
"PDCD6",0.0174879132256571,-0.374682616223586,0.669,0.757,1,0.02838871246965
"BIN2",0.0178908783187195,-0.305112039377814,0.78,0.811,1,0.0289945349125338
"MPG",0.018696879731104,-0.335602018375636,0.205,0.338,1,0.0302504333190952
"CNOT6L",0.0187983506329815,-0.301195732375189,0.992,1,1,0.0303641683524443
"TNFSF4",0.0189853443152929,-0.286691274754302,0.094,0.203,1,0.0306154393428729
"AC009403.1",0.0192930430575762,-0.278577593805828,0.78,0.865,1,0.0310602048563294
"PSMA3-AS1",0.0193768434710828,-0.388602196573724,0.992,0.959,1,0.0311436395063278
"UBE2F",0.0195672161519272,-0.703355462535275,0.433,0.514,1,0.0313978064777218
"UBQLN1",0.0200107328667445,0.277619913707451,0.504,0.365,1,0.0320566674542913
"RRAS2",0.0204904982280119,-0.281088740702369,0.055,0.149,1,0.0327713387094969
"SS18L2",0.0207585040512076,0.254018378258273,0.441,0.297,1,0.0331455458129119
"TMEM134",0.0213927549684523,0.2551844826931,0.717,0.554,1,0.0341023622574019
"DNAJC19",0.0217266208109368,0.31248779060101,0.433,0.27,1,0.0345779880226348
"WDR83OS",0.0218019945444968,-0.384331131681138,0.669,0.703,1,0.0346413420658073
"SNHG8",0.0219799827485094,0.337750839807978,0.724,0.541,1,0.0348552454417293
"NPC2",0.0220327583861654,0.264479275248245,0.409,0.243,1,0.0348552454417293
"EIF5",0.0220650123862807,-0.433309314518508,0.748,0.757,1,0.0348552454417293
"ADGRE5",0.0220797602028203,-0.343476777787023,0.646,0.662,1,0.0348552454417293
"CLEC2D",0.0222012817353053,0.347475499256252,0.898,0.811,1,0.0349903695957724
"RIC3",0.0224603807683321,0.332001508200671,0.787,0.622,1,0.035341536136277
"HIST1H3A",0.0225035703758857,-0.270738065291384,0.039,0.122,1,0.0353523831388913
"GAS5",0.0226325926303003,0.264160520847933,0.953,0.878,1,0.0354978183927738
"ANP32A",0.0227964051733392,-0.361618726203313,0.425,0.541,1,0.0356972646926566
"AHI1",0.0228986414248479,-0.258798115493088,0.331,0.486,1,0.0357364434345894
"ACP1",0.0229094189842037,-0.412038947861572,0.449,0.581,1,0.0357364434345894
"IFI44L",0.022931496043756,-0.531205645329859,0.228,0.351,1,0.0357364434345894
"SSBP2",0.0230504125589922,-0.258524280412564,0.709,0.811,1,0.0358103361196023
"SIDT1-AS1",0.0230524442987584,-0.281788670400204,0.063,0.162,1,0.0358103361196023
"MADD",0.0231555507974983,-0.346333757522691,0.189,0.311,1,0.035913226873827
"PEBP1",0.0237800023472213,0.293035863845461,0.622,0.5,1,0.0368230878953792
"PCNX1",0.0243406545923281,0.265678828393227,0.622,0.527,1,0.0376314247189326
"MRPL27",0.0244158055926241,-0.456247953122215,0.189,0.311,1,0.0376497445940902
"TATDN1",0.0244298137407238,0.267397285687855,0.669,0.514,1,0.0376497445940902
"POP4",0.0245899999978776,0.586111580211429,0.496,0.378,1,0.0378208034084175
"DCAF8",0.0246184695697502,-0.302959394330337,0.409,0.541,1,0.0378208034084175
"PPOX",0.0250122063233005,-0.387988646729259,0.181,0.297,1,0.0383651794628263
"BBX",0.0252685167797292,0.283606213710466,0.559,0.392,1,0.0386973826154973
"RBBP4",0.0253516325551033,-0.394281910520178,0.89,0.851,1,0.0387637207357466
"SDHB",0.0254264468734068,0.367353206606076,0.315,0.176,1,0.038817177515201
"CCDC167",0.0258339877865716,0.317222657810441,0.189,0.081,1,0.0393776277059793
"HUWE1",0.0262519342162276,-0.303392434427439,0.37,0.486,1,0.0399521623853214
"ATG12",0.026723955259235,-0.307968771613086,0.52,0.662,1,0.0406070708619266
"SP110",0.0269885582693883,0.422909062676716,0.953,0.878,1,0.040945258184399
"AMZ2",0.0279210806657309,-0.339972887777109,0.449,0.608,1,0.0422941408529112
"STOM",0.0279898172200527,-0.32819168529401,0.795,0.865,1,0.0423324254228748
"CD82",0.0280494986654202,0.414966578689303,0.669,0.581,1,0.042356917364526
"ZFP36L1",0.02852506579674,0.351658346035276,0.961,0.932,1,0.0430083809381188
"SYPL1",0.0290091532634829,0.316669245030287,0.488,0.351,1,0.0436706573085508
"GABPB1-AS1",0.02917431196946,-0.259823570541049,0.969,0.946,1,0.0438515121269352
"RASSF1",0.0299408545957819,-0.298660590021479,0.567,0.622,1,0.0449343488078453
"C2orf68",0.030834587180213,-0.336513989394047,0.906,0.919,1,0.0462044429438884
"Z93241.1",0.0310039807916857,-0.455329102221782,0.339,0.459,1,0.0463869082812625
"TNFAIP3",0.0310677744592371,0.317211343091853,0.961,0.892,1,0.0464110618455474
"UQCC2",0.0312963133341149,-0.254561860334406,0.134,0.257,1,0.0466808716499661
"CASP3",0.0314401584618059,-0.273222476982645,0.134,0.243,1,0.0468237222351667
"FAM49B",0.0315033367656538,-0.364228374081752,0.764,0.838,1,0.0468461832209874
"BEX4",0.0317707254779419,-0.306903987941041,0.22,0.338,1,0.0471644373122566
"KLC4",0.0318142046346536,-0.355047583996398,0.488,0.581,1,0.0471644373122566
"PPA1",0.0319372828262605,0.417556885155982,0.693,0.635,1,0.0472749444875041
"PTER",0.0323372832756437,-0.273145454602367,0.157,0.27,1,0.0477944065409362
"PSMD11",0.0329118713979171,-0.256808309553196,0.433,0.568,1,0.0485699435478353
"TARSL2",0.0331326140318033,-0.253726758813545,0.606,0.716,1,0.0488217338380884
"PRPSAP1",0.0338128426870081,-0.251743067704155,0.583,0.689,1,0.049748804799314
"GNG5",0.0339394767689039,-0.387044621218912,0.307,0.446,1,0.0498598044840307
"NAP1L1",0.0340378713637081,0.294284383223899,0.803,0.716,1,0.0499290462473671
"VPS25",0.0342960077054097,-0.323305002775846,0.142,0.257,1,0.0502320473760437
"NSMCE1",0.0351348014449953,-0.373188638159557,0.48,0.608,1,0.0513833282393775
"ZNF600",0.036347838375369,-0.473760430010901,0.346,0.432,1,0.0530776530398942
"RN7SL2",0.0369725724155255,-0.587177313073875,0.606,0.757,1,0.0539091100789249
"WSB1",0.0373041393492244,-0.272984355633904,0.787,0.824,1,0.0542516563578061
"TMED10",0.037318901190688,-0.48250813246983,0.874,0.892,1,0.0542516563578061
"HIST1H1D",0.0378797334255896,0.30939917613075,0.236,0.122,1,0.0549848887578603
"PIAS1",0.0381245552219244,0.291027554389024,0.48,0.338,1,0.0552579118841582
"MYO1F",0.038298339231884,-0.381167120588422,0.685,0.743,1,0.0554273141335141
"AC090772.4",0.038541823676209,0.369537494694503,0.457,0.338,1,0.0556969380721478
"CD2",0.0386216674985998,-0.421599473562372,0.937,0.932,1,0.0557296357683499
"IFI16",0.0398596424138561,-0.38903014474419,0.685,0.73,1,0.0574309048980708
"SNHG9",0.0407529874354586,-0.378790570894296,0.354,0.446,1,0.0586313290430379
"PPIG",0.0421166703069001,0.335040466670016,0.567,0.459,1,0.0605038892019479
"EIF4A1",0.0423232003328,-0.279775629465071,0.937,0.973,1,0.0607110414199517
"GMFG",0.0425847279507859,-0.331547541992946,0.898,0.878,1,0.0609333396742261
"HIF1A",0.0426032898543614,-0.473134491151174,0.795,0.77,1,0.0609333396742261
"TSPAN3",0.0428537589136275,-0.34951198952376,0.244,0.351,1,0.0612017026127172
"WDR45",0.0445965922721669,-0.291077862681541,0.472,0.622,1,0.0635974829767065
"POLR2K",0.0447542107528554,-0.28124250303538,0.331,0.446,1,0.0637289492299432
"BANF1",0.0450861594035593,-0.298127860042137,0.567,0.649,1,0.0641079113271047
"CMTM6",0.0453613476388239,-0.300953874829813,0.575,0.649,1,0.0644051787175138
"PHKG2",0.0460546056772889,-0.300221892034957,0.472,0.554,1,0.0652943026632888
"ACSL3",0.0464372772751637,-0.292086912682331,0.11,0.203,1,0.0657411454447811
"VTI1B",0.0471272985522817,-0.37501259020607,0.157,0.27,1,0.066621173860555
"PRELID1",0.0476894326431815,-0.341469610368111,0.465,0.568,1,0.0673181266586359
"CREB1",0.0477921961139769,0.32331480621403,0.669,0.554,1,0.0673655557380803
"EIF3F",0.048186091158445,0.372230680922639,0.74,0.743,1,0.0678226196363085
"CALM2",0.0485527483957323,-0.279604674910849,0.969,0.919,1,0.0682400821608128
"SEC61B",0.0488263000675306,0.296049340090965,0.614,0.473,1,0.0685256718527015
"NCOR1",0.0491189616124049,-0.257395022465149,0.937,0.946,1,0.0687652669433557
"BROX",0.0491382194995642,-0.363724842945611,0.969,0.959,1,0.0687652669433557
"TOMM20",0.0493109589094699,0.334126157665261,0.425,0.311,1,0.0689079970987427
"ATP1B3",0.0494801754152118,0.26568892162886,0.323,0.203,1,0.069045402370224
"TCP1",0.0501222233472686,0.322031249976842,0.48,0.351,1,0.0698412668672956
"TMEM80",0.050420264739814,-0.265004193831042,0.394,0.486,1,0.0701561969379697
"CLTC",0.0526699321564297,-0.275968076693518,0.291,0.405,1,0.0731819028821149
"FRS2",0.0531443563742249,-0.285580916455719,0.094,0.189,1,0.073735901863953
"APOL1",0.0533516175462498,-0.28834639496942,0.465,0.541,1,0.0738954892400522
"TPRG1",0.0534111133726866,0.30810623854618,0.173,0.081,1,0.0738954892400522
"CUTC",0.0538283199955077,-0.267939382330943,0.173,0.284,1,0.0743670690434391
"PARVG",0.0542223294793901,-0.295650314488342,0.252,0.351,1,0.074805310074966
"CPNE1",0.0550555993215777,-0.362335733146736,0.756,0.757,1,0.075847459319967
"DCTN3",0.0578117496324385,-0.279629411492731,0.331,0.432,1,0.0795319832514056
"COX5B",0.0582211333687107,-0.465149681510289,0.709,0.77,1,0.0799822057843783
"FAM32A",0.0588349260010256,-0.29516705157288,0.354,0.473,1,0.080711574542252
"ASAH1",0.0591848592982536,-0.350513206272992,0.567,0.649,1,0.081077430318564
"NME3",0.0598137383335969,-0.30072190804325,0.118,0.216,1,0.0818238499114093
"CCDC59",0.0604505892481139,0.279986919421182,0.402,0.284,1,0.0825400465353198
"FIS1",0.0605067692260968,-0.367004899584108,0.346,0.459,1,0.0825400465353198
"CARD19",0.0608530788947328,-0.3448776431505,0.323,0.419,1,0.0828963620188388
"LSP1",0.0616517153907841,-0.294789512218962,0.827,0.838,1,0.0838669983109269
"MRPL52",0.0620827840142854,-0.261123487589143,0.433,0.541,1,0.084335608967802
"TMEM116",0.0632180197640308,0.267860284019575,0.78,0.716,1,0.0857581493734903
"GCC2",0.064031149701351,0.271651316383397,0.866,0.838,1,0.086740389164278
"GADD45B",0.0662566518472783,-0.30864635952211,0.48,0.554,1,0.089630526248957
"TSNAX",0.067628800393582,-0.259787802932599,0.591,0.703,1,0.0913598496301649
"CARD8",0.0688721607801499,-0.28768499893612,0.945,0.919,1,0.0929106434901191
"DNAJC1",0.0694165696290275,-0.286071739954596,0.181,0.284,1,0.0935155447007923
"UQCRQ",0.0699045194463113,-0.37913023314653,0.717,0.743,1,0.0940428203600928
"ZFAND1",0.0704142280021821,0.256436226981904,0.307,0.203,1,0.0945978732056901
"SFI1",0.0728052329772329,-0.263442162259192,0.866,0.838,1,0.0976753401099516
"AP002004.1",0.0735236553299434,0.293046274881293,0.315,0.203,1,0.0985034942109557
"METTL26",0.0737158479126254,-0.345994326109649,0.283,0.365,1,0.0986253239929906
"MRPL1",0.0739752463241749,0.294014718546119,0.323,0.23,1,0.0988366116868948
"SEPT7",0.0746979866452874,-0.413938985991781,0.89,0.905,1,0.0996655328664519
"LEPROTL1",0.075445901530458,0.27373486315451,0.811,0.797,1,0.100525729262197
"PLP2",0.075836294789853,0.396050902796776,0.378,0.297,1,0.100907856728575
"MRPL51",0.0780791211306404,-0.324416800913763,0.354,0.459,1,0.103750428350946
"CD160",0.0789175482875656,-0.450463239464523,0.276,0.338,1,0.104721651269876
"C1orf162",0.0811178349521886,-0.283820979234042,0.598,0.676,1,0.107494926861812
"SNORD3A",0.0813724020038887,-0.288818429187971,0.843,0.811,1,0.107685760260581
"SCFD1",0.0831337006675619,-0.334639341583422,0.551,0.649,1,0.109867333039627
"MICU1",0.0842893931538706,-0.368806842030394,0.299,0.392,1,0.111243724839932
"MEI1",0.0856654747889105,0.31175530550093,0.425,0.311,1,0.112906863930174
"MTRR",0.0859817414997455,0.257052385607241,0.213,0.122,1,0.113170562460476
"CFL1P1",0.0867143807776058,0.264449273792116,0.197,0.108,1,0.113980845988378
"YAF2",0.0876223633689991,-0.529113671732156,0.488,0.541,1,0.11500573578727
"PRDX5",0.0877302481416235,-0.287349482115116,0.386,0.473,1,0.11500573578727
"SDF4",0.0894479249008327,-0.26530670701956,0.449,0.527,1,0.117099837168563
"SNRPC",0.0896813915767015,-0.314571541681337,0.331,0.446,1,0.117247886437191
"GPR82",0.0908246561525503,-0.251791219225302,0.567,0.622,1,0.118583398247432
"MRPL42",0.0938811677899714,-0.283087580809427,0.898,0.905,1,0.122409983169253
"CNIH4",0.0949700482163236,0.333164140005638,0.512,0.405,1,0.123664207169384
"CLPP",0.0955537839244864,0.287489445507276,0.693,0.608,1,0.12425819164546
"NUP37",0.0974965328285134,-0.315335189834802,0.315,0.405,1,0.126615497299963
"TPI1",0.0978594173435537,-0.361415533750339,0.843,0.784,1,0.126917539936913
"DNAJC7",0.0991215047059909,-0.259213712489487,0.89,0.892,1,0.128383438276111
"IL2RG",0.0993357808494534,-0.327778862378123,0.984,0.932,1,0.128490106968616
"FAM173A",0.100308750342931,-0.259172889567042,0.079,0.149,1,0.129457937337892
"BUD31",0.100349838490871,-0.445084629133332,0.559,0.581,1,0.129457937337892
"GBP2",0.100578003553613,-0.363954954073195,0.339,0.405,1,0.129580655371983
"SPOP",0.104329377934215,0.260842560142019,0.74,0.689,1,0.134236214145212
"HIBCH",0.10540534719839,-0.374707214335671,0.15,0.23,1,0.135441699434343
"LLGL2",0.107296912592261,-0.354420965429195,0.228,0.324,1,0.137690636185589
"TIMM23B",0.109066441035346,-0.295500978091119,0.575,0.608,1,0.139777254695299
"UCHL5",0.112444168416383,-0.358122986362184,0.276,0.365,1,0.143916714898235
"ATG4B",0.112691329836979,-0.350539083265242,0.205,0.284,1,0.144043773308684
"ZNF101",0.112953005569468,0.334511309860402,0.866,0.838,1,0.144189026768889
"TMEM50B",0.116432163498224,0.308034071285346,0.756,0.716,1,0.148423757509024
"NCOA4",0.116575127817663,-0.256343278797321,0.394,0.473,1,0.148423757509024
