"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"Cdk2",1.37785267764246e-34,-0.316184406052888,0.05,1,3.32117609418938e-30,3.09021736646811e-33
"Rplp0",1.46251502197036e-34,-2.90296635480082,0.61,1,3.52524620895734e-30,3.2619741125383e-33
"Tmsb10",1.55376603762005e-34,-2.10249683103809,0.61,1,3.74519765707937e-30,3.44645796366601e-33
"Mcm5",1.5905186186463e-34,-0.718396083416382,0.13,0.99,3.83378607838504e-30,3.50870145545088e-33
"Rpl7",1.61865730194485e-34,-2.42422461996059,0.58,1,3.90161156060787e-30,3.55136930866922e-33
"Rps27a",1.64970915281165e-34,-2.27530832454707,0.64,1,3.97645894193719e-30,3.58057841392506e-33
"Rpl8",1.64970915281165e-34,-2.29063202262064,0.64,1,3.97645894193719e-30,3.58057841392506e-33
"Top2a",1.69493986145883e-34,-0.687974748136864,0.14,0.99,4.08548304206035e-30,3.65116444086293e-33
"Hnrnpa1",1.70031933337189e-34,-1.96016449241977,0.59,1,4.09844972115959e-30,3.65116444086293e-33
"Lsm2",1.79456901814559e-34,-0.996124806084412,0.1,0.99,4.32562916133812e-30,3.83316144246229e-33
"AC107763.1",1.81952019721619e-34,2.17236185699069,0.92,0,4.38577148336991e-30,3.84576075191716e-33
"Gm45633",1.81952019721619e-34,0.810367633873963,0.92,0,4.38577148336991e-30,3.84576075191716e-33
"Pgls",1.9094191247542e-34,-0.586850193002446,0.13,0.98,4.60246385830752e-30,3.99897680927761e-33
"Sap18b",1.91182195737077e-34,-1.26875586745521,0.15,0.99,4.60825564604649e-30,3.99897680927761e-33
"Trp53",2.16591552373334e-34,-0.864781920542819,0.12,0.99,5.22072277840683e-30,4.49690307801257e-33
"Eif5a",2.17214788261692e-34,-2.45344263845034,0.74,1,5.23574525625983e-30,4.49690307801257e-33
"Trip13",2.33638270134319e-34,-0.346541351251486,0.04,0.96,5.63161686331763e-30,4.77918038601186e-33
"AC174678.1",2.34185754795316e-34,-0.698902772307681,0.19,1,5.64481343358629e-30,4.77918038601186e-33
"Gm10177",2.34401217842544e-34,-2.05871798732487,0.14,1,5.65000695487667e-30,4.77918038601186e-33
"Eif3l",2.42883743244615e-34,-0.934069290425775,0.24,0.99,5.85446974716821e-30,4.92724458029403e-33
"Tacc3",2.46030488777457e-34,-0.555205497409009,0.04,0.98,5.93031890149182e-30,4.96612541597297e-33
"Rpl41",2.48254932994871e-34,-2.68175570808389,0.85,1,5.98393690490838e-30,4.98609534577262e-33
"Nup62",2.54959115114422e-34,-0.56090702317813,0.14,0.99,6.14553451071802e-30,5.09539578077684e-33
"Rps27rt",2.58302355881108e-34,-2.04446978651102,0.38,0.99,6.22611998615823e-30,5.1367813334583e-33
"Snrpc",2.70461875894085e-34,-0.704477446765537,0.26,1,6.51921305655104e-30,5.35222839698246e-33
"Rplp2",2.73763676292754e-34,-2.19153038543379,0.77,1,6.59879965336055e-30,5.39114127411634e-33
"Ccdc62",2.8363540538979e-34,-0.60497178209184,0.16,1,6.83674781151549e-30,5.55842782309991e-33
