"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"CCR7",0.00236028553340676,0.252313815959551,0.649,0.486,1,0.00503181751077925
"CYTIP",0.00247259511800054,-0.281748950071857,0.73,0.845,1,0.00525200860830771
"ARFGAP3",0.00250572422408853,0.306034794193626,0.432,0.291,1,0.00529802896741597
"PKM",0.00251246734537252,-0.331122864115705,0.608,0.72,1,0.00529802896741597
"SIT1",0.00256937418956138,-0.252342657540021,0.027,0.153,1,0.00539846851380766
"OAZ1",0.00260304153438626,-0.316445861886058,0.865,0.923,1,0.00544953299644893
"ICAM2",0.00263981301589629,-0.455760556380452,0.554,0.66,1,0.00549727567770721
"HPGDS",0.00264473743944677,-0.472208835892205,0.027,0.153,1,0.00549727567770721
"PEBP1",0.0027447416289004,-0.418148341649512,0.5,0.617,1,0.00568483853387912
"TSPO",0.00275870197719793,-0.26932088096134,0.338,0.521,1,0.00569349131464253
"SIDT1-AS1",0.00285995346806556,0.289392315656337,0.162,0.066,1,0.00588160041842459
"GGNBP2",0.00315031790211519,-0.326403314901497,0.5,0.65,1,0.00645593316560225
"UBQLN1",0.00317310275798875,-0.299367820800693,0.365,0.542,1,0.00647980984262967
"ZFAND5",0.00324045580367733,-0.489841293080633,0.703,0.794,1,0.00659421425783289
"SEC11A",0.00326157003394944,-0.384495449034569,0.486,0.629,1,0.00661405491205079
"CD160",0.00330046989841582,0.449269037087975,0.338,0.223,1,0.00666969958638197
"ACTN4",0.00334328255968831,0.303678998377616,0.527,0.404,1,0.00673283892643113
"HLA-DPA1",0.00345038200074673,0.269480224173418,0.432,0.277,1,0.00692455973942965
"ANXA1",0.0035698523506221,-0.564461562229425,0.959,0.939,1,0.0071397047012442
"OFD1",0.00364234501637465,0.28629014777039,0.514,0.364,1,0.00725974246414398
"CCL3",0.00369122381962647,1.27926926633105,0.108,0.037,1,0.00733205550519661
"ZFR",0.00382546553866261,-0.307837524002549,0.284,0.443,1,0.0075728603520464
"CTSH",0.00384174613328957,-0.398222514687642,0.068,0.202,1,0.00757334411829471
"AHR",0.00385173515294714,-0.2915301410426,0.649,0.692,1,0.00757334411829471
"FMR1-IT1",0.00399281924382366,0.258765836244206,0.581,0.453,1,0.00782431245759384
"ZAP70",0.00409871819290342,0.250589183378123,0.703,0.575,1,0.00800487915526775
"EIF4A1",0.00413961990932646,0.25478262066697,0.973,0.906,1,0.00805487741650418
"TRPV2",0.00415199866830112,0.373704698570638,0.365,0.226,1,0.00805487741650418
"ELK3",0.00418102135998271,-0.281738559968066,0.378,0.503,1,0.00808423399172736
"GBP2",0.00419814386694221,0.326056933758758,0.405,0.275,1,0.00809046268397472
"SNRPD1",0.00423020406676992,-0.251166800383333,0.878,0.946,1,0.00812534246488479
"PRKAG1",0.0042491132804927,0.374047209953599,0.554,0.436,1,0.00813481555673274
"IL1R1",0.00454217216267603,-0.318051021308089,0.297,0.434,1,0.00866735802845066
"CORO1A",0.00463920550536197,0.274200498224949,0.892,0.882,1,0.0088235869415708
"IFI16",0.00466916604771124,0.269089081390818,0.73,0.617,1,0.00885164377774574
"ARPC1B",0.00472690826262496,-0.284395281324011,0.851,0.911,1,0.00893201496379132
"MMP25-AS1",0.00485724508825427,0.430056807747479,0.73,0.683,1,0.00914859754486727
"MADD",0.00538212370647193,0.286366446979706,0.311,0.185,1,0.0101045032166667
"CD3G",0.0056523484561035,-0.444801451189014,0.5,0.634,1,0.0105777067570811
"SPINT2",0.00581217990350979,-0.279827903612851,0.973,0.998,1,0.0108419509738548
"MTRNR2L12",0.00583459033290356,-0.356707971568755,0.932,0.969,1,0.0108489826637376
"DHRS3",0.0058713821736619,-0.283655657426448,0.378,0.524,1,0.0108826255575517
"APOL1",0.00607758234638014,0.271998681648086,0.541,0.429,1,0.0112290569066452
"TNFRSF4",0.00611803911130946,-0.273660243813498,0.216,0.369,1,0.011268034059437
"BIN1",0.00614561002557317,0.38317792507044,0.446,0.343,1,0.0112831073655634
"KRT1",0.00625019335500168,-0.551312256943289,0.041,0.153,1,0.0114390331214182
"NUP37",0.00636595667274643,0.364215767155129,0.405,0.286,1,0.0116143786317819
"RABGAP1L",0.0067935345944581,0.314201879237407,0.824,0.774,1,0.0123557410436707
"RPL39",0.0068179893483009,-0.343513682122039,0.851,0.869,1,0.0123615881642091
"RBPJ",0.00711282043388844,-0.280787869503706,0.757,0.88,1,0.0128560915916866
"ABI3",0.00740604158272148,0.252618384997649,0.23,0.124,1,0.0133446322016839
"LUC7L3",0.00770985401430707,0.263702547952268,0.716,0.596,1,0.0138090752950112
"UTRN",0.00771125338638942,0.437755536942706,0.662,0.561,1,0.0138090752950112
"PPP2R5C",0.00773638819311455,-0.32319104903642,0.824,0.897,1,0.0138115887374008
"HNRNPUL1",0.00794509815461025,0.258213399725117,0.716,0.615,1,0.0141408168990311
"TBCD",0.00802277935175774,-0.29751596994719,0.162,0.303,1,0.0142355414107409
"GATA3",0.00804966849256199,-0.320660054759993,0.608,0.702,1,0.0142398390962647
"TNFAIP8",0.00815771303392928,-0.488572061551015,0.73,0.787,1,0.014387239350748
"SDF4",0.00820632663512548,0.276721141891092,0.527,0.404,1,0.0144292510623656
"MORF4L1",0.00824866637788569,-0.278339058213143,0.716,0.782,1,0.0144600115419562
"DEPDC5",0.0084392703013937,0.280146754795728,0.311,0.19,1,0.0147497156618953
"PRELID1",0.00867150843857593,0.302861197389382,0.568,0.437,1,0.0151102332672191
"ITM2B",0.00913048296238884,-0.342704822450064,0.959,0.932,1,0.0158625106988367
"FYN",0.00937897148978664,0.376013858683276,0.649,0.512,1,0.0162457184733804
"RSRP1",0.00942274461000144,0.291266404002249,0.946,0.929,1,0.016273107902139
"AREG",0.00947358508822405,0.381130852698633,0.514,0.397,1,0.0163125045010248
"SEC63",0.00987673665712692,-0.308560097160857,0.378,0.542,1,0.0169244086519658
"TMED2",0.00988711158362265,-0.296034725704106,0.811,0.887,1,0.0169244086519658
"NCOA7",0.0101187406893184,-0.372179841073819,0.581,0.688,1,0.0172701087424731
"CXCR4",0.0103961450312634,-0.315765646940195,0.946,0.955,1,0.0176916854040798
"TRAPPC2L",0.010597268195374,0.284232586788503,0.297,0.176,1,0.017981370523929
"LPAR6",0.0106340643542516,-0.503266092368878,0.365,0.474,1,0.0179913530644606
"UBE2F",0.0107176660790793,0.609869527323053,0.514,0.439,1,0.0180802366899251
"PRR5",0.0109340186057586,-0.328137445135686,0.338,0.444,1,0.0183240973624786
"TUBA1A",0.0109362423476222,-0.337433732266561,0.324,0.483,1,0.0183240973624786
"TRA2B",0.0109566767734408,-0.330642956235757,0.676,0.807,1,0.0183240973624786
"TCF7",0.0112786896081949,-0.356344523437347,0.797,0.821,1,0.0188085884010585
"DEK",0.0116467007668841,-0.385996674814588,0.486,0.611,1,0.0193667995609329
"CAMTA1",0.0119667968941971,0.252339503841635,0.365,0.223,1,0.0198423811749936
"MT-RNR2",0.0124578988437202,-0.274571220237402,1,1,1,0.0205980032018328
"CNOT6L",0.0126681575727859,0.324360708487148,1,0.99,1,0.0208863107857263
"EML4",0.0127704600469628,-0.336824007011461,0.689,0.798,1,0.0209955021111083
"CD247",0.0131046642061515,0.304906931476505,0.581,0.493,1,0.0214842663886766
"PLP2",0.0136263474666767,-0.495499069284217,0.297,0.411,1,0.0222767815326006
"PIM2",0.0137356542484763,-0.411285159075554,0.811,0.889,1,0.0223925791949951
"ZFAND2B",0.0139290179143894,0.26478039265218,0.351,0.228,1,0.0226443810787
"USP34",0.0140893709548873,-0.286229326707312,0.473,0.627,1,0.0228412643335499
"GABARAPL1",0.0142708777701628,0.259352160296816,0.324,0.209,1,0.0230712523950965
"EIF3L",0.0148884396881916,-0.251512137093382,0.554,0.699,1,0.0240029692479986
"RPL30",0.0153517977715336,-0.265617892997165,0.946,0.937,1,0.0246816196216369
"KLF6",0.0155884939779982,-0.401010420958012,0.986,0.99,1,0.0249931225762947
"ACP1",0.0158003436338403,0.286969677651317,0.581,0.449,1,0.0252106120382932
"CD3D",0.0158107790274519,-1.10648936741335,0.162,0.258,1,0.0252106120382932
"CXCR6",0.0161990185924511,0.262119631627259,0.27,0.167,1,0.0257590951388156
"BCAP31",0.0163296425258928,-0.293430276162353,0.419,0.564,1,0.0258960543598627
"DOK2",0.0167923310483349,0.253694369366378,0.419,0.296,1,0.0265574366036166
"TMEM14C",0.0174337921745029,-0.279998473172521,0.203,0.331,1,0.0274972006654762
"DENND2D",0.0179726321908794,0.407937942625937,0.703,0.65,1,0.0282704646894374
"HAX1",0.0180804349173973,-0.305363574848235,0.243,0.378,1,0.02836337768713
"HAVCR2",0.0187334421214094,0.426074223628531,0.527,0.448,1,0.0293087723512372
"ERLEC1",0.0189372367097534,-0.296054376715545,0.162,0.284,1,0.0295481816758083
"LY9",0.0190391774630364,-0.298897787181311,0.554,0.617,1,0.0296278109184149
"RPS28",0.0192841293062431,-0.284216161056271,0.838,0.871,1,0.0299289686832894
"KIT",0.0195476742645747,-0.412660362405246,0.473,0.519,1,0.0302573043137832
"ANP32A",0.0202407095409286,0.28866768606035,0.541,0.43,1,0.031246930909338
"SCAMP2",0.0203219542932119,0.304692688423514,0.405,0.275,1,0.031289358197485
"CAMK4",0.0209331291708667,-0.257402835462979,0.189,0.291,1,0.0321453329220169
"PRKCQ-AS1",0.0210396958605043,-0.435503438184839,0.176,0.298,1,0.0322128383395612
"SNRPC",0.021087785923321,0.255508903908782,0.446,0.314,1,0.0322128383395612
"SLA",0.0211967067360226,-0.305867511828101,0.676,0.782,1,0.0322616124082922
"TNFAIP3",0.0212305799869002,-0.383844763927559,0.892,0.946,1,0.0322616124082922
"CCND3",0.0213790986226903,0.292758003657224,0.662,0.603,1,0.032402696350015
"FIBP",0.0215757973719201,-0.276582621560376,0.392,0.554,1,0.032615880702487
"GADD45B",0.0219049595157401,0.307115848851001,0.554,0.469,1,0.0330276850729553
"SCML4",0.022679958861881,-0.348349222934737,0.716,0.728,1,0.0340390526506675
"MAX",0.0226927017671116,-0.327063906350043,0.203,0.31,1,0.0340390526506675
"EIF3H",0.0227999159836287,-0.271826423048303,0.514,0.629,1,0.0341119565616244
"LLGL2",0.0235537911704289,0.361310536796909,0.324,0.221,1,0.0351495037466401
"PTPRE",0.0255771497437808,0.312580428388174,0.419,0.329,1,0.0380713584421494
"ERGIC3",0.0261872288542665,-0.316263530771701,0.514,0.65,1,0.0388800183499569
"SRSF10",0.0276432688967595,-0.317698546086746,0.622,0.746,1,0.0409373600455828
"SIGIRR",0.0277418831360012,0.301778330163736,0.446,0.328,1,0.0409791268658698
"CEP170",0.0283229308853604,-0.306016210096754,0.243,0.376,1,0.0417315082918475
"GPX4",0.0284239678928629,-0.386731403278653,0.419,0.497,1,0.0417746194789045
"FKBP5",0.0289269411255133,-0.253085956553068,0.676,0.754,1,0.0424067499623395
"PPIP5K2",0.0290099968859086,-0.258082156895431,0.568,0.678,1,0.0424216537376854
"DGUOK",0.0319508304736747,0.282650961891085,0.5,0.385,1,0.0466049707661119
"VAV3",0.0323759528404734,0.253150318774347,0.446,0.329,1,0.0471070113828888
"C19orf66",0.0334176398826065,0.336293487267656,0.459,0.383,1,0.0485014124979477
"GLUL",0.0346439704754949,-0.326039118806228,0.432,0.552,1,0.0501561960615374
"CCL20",0.035159119294462,-0.476900714506437,0.081,0.166,1,0.0507757008173124
"FOSB",0.0353334389664425,-0.277075068788225,0.703,0.775,1,0.0507825499134649
"CARD8",0.0353383723624627,0.27093627495533,0.919,0.958,1,0.0507825499134649
"TCP1",0.0364699602916696,-0.305301737607991,0.351,0.463,1,0.05227959825062
"GABPB1-AS1",0.0365626465147267,0.267857767903291,0.946,0.953,1,0.052283686170936
"RNASEH2C",0.0369365470190252,0.294555560772641,0.486,0.389,1,0.0526888979536095
"IL2",0.0372873374406757,-0.298561331089,0.068,0.153,1,0.0530592430084921
"SRSF1",0.0389400171940255,0.290528275762406,0.676,0.608,1,0.0551920282795961
"TIMM17A",0.0389975609249344,0.254055141871317,0.811,0.779,1,0.0551920282795961
"FASLG",0.0390706454487863,0.33474576368651,0.23,0.15,1,0.0551920282795961
"CIRBP",0.0394927339717074,-0.294135541359699,0.824,0.878,1,0.0556531989625514
"COMMD3",0.0400277639488752,-0.413973297029145,0.203,0.312,1,0.0562709145368245
"LTA4H",0.0405129314524139,-0.48387455993395,0.5,0.605,1,0.0568157255549515
"HSPB1",0.0411083223668034,-0.428145699950996,0.297,0.399,1,0.0575121240804797
"ARID4A",0.0453930929958517,0.302764107464283,0.486,0.392,1,0.0633543887855772
"CCDC167",0.045741590045889,-0.347697200399954,0.081,0.162,1,0.0634651139595152
"MIS18BP1",0.0457858709338799,-0.340957622688056,0.446,0.533,1,0.0634651139595152
"RPL11",0.0458299666863617,-0.264681151211103,0.946,0.948,1,0.0634651139595152
"SEPT1",0.0459086133624671,-0.250726014353821,0.77,0.821,1,0.0634651139595152
"SELENOS",0.0463201651087522,-0.400114378298269,0.378,0.462,1,0.0638823130172838
"DNAJC1",0.0476584764837058,0.261614620008281,0.284,0.193,1,0.0655726555875101
"IFI44L",0.0498846900664349,0.431274139119982,0.351,0.272,1,0.0684737962704366
"EXOSC10",0.0505907805601231,0.280912910741047,0.554,0.46,1,0.0692796100846862
"SPCS2",0.0507242940811844,-0.285379807086318,0.473,0.584,1,0.0692993876883787
"IVNS1ABP",0.0516846954101534,-0.308286076026238,0.649,0.711,1,0.0704461188025979
"PPP2R3C",0.0526227366047249,0.386515339601739,0.351,0.267,1,0.0715570857568923
"EIF3G",0.052760016698956,0.362781402090959,0.757,0.716,1,0.0715765261510312
"FOPNL",0.0549676892372538,-0.262032426137616,0.419,0.517,1,0.0743981282234459
"NUCB2",0.0569192532848528,0.568314486155801,0.784,0.78,1,0.0768608014194531
"FIS1",0.0573438396075477,0.279519074101373,0.459,0.359,1,0.0772548950268351
"ITGAL",0.0576795403369511,0.345013693834155,0.581,0.561,1,0.0775276962496663
"PTPN4",0.057907737750052,0.317596131139537,0.554,0.47,1,0.0776550768906227
"GIMAP7",0.0584830255780592,0.265864730085118,0.73,0.707,1,0.0782462549113344
"LDHB",0.0592632462048449,-0.386938591330631,0.77,0.78,1,0.079108278190871
"BLVRA",0.0633699262736009,-0.332144193971113,0.122,0.204,1,0.0843965608495096
"MAU2",0.0641350240833093,0.294718280371425,0.5,0.399,1,0.0852205114531644
"HIF1A",0.06532854767091,0.260359249191683,0.77,0.796,1,0.0866086896229376
"MBOAT2",0.066079106263257,-0.317571618617285,0.216,0.301,1,0.0874046360118536
"FKBP11",0.0670096204680997,-0.306221628961903,0.595,0.65,1,0.0884344651075601
"ELOB",0.0677541381776746,0.259093408723841,0.716,0.695,1,0.0892147249307842
"VMP1",0.068278323038155,-0.274984533214284,0.486,0.578,1,0.0897019955038515
"RPL21P119",0.0695893851752811,-0.421740883718474,0.257,0.345,1,0.0911519055031057
"SYPL1",0.0698341525803037,-0.304720477259394,0.351,0.427,1,0.0911519055031057
"IPO11",0.069851803873514,0.300426129509462,0.203,0.131,1,0.0911519055031057
"BATF",0.0715281823607497,-0.301972494495392,0.162,0.244,1,0.0931306535435264
"ZNF683",0.076349514864002,0.368034094740315,0.162,0.103,1,0.0989877870220098
"BBX",0.0763668666200729,-0.287732462680484,0.392,0.509,1,0.0989877870220098
"PABPN1",0.0771420811643891,0.300369449906561,0.392,0.319,1,0.0997704249726098
"AL139099.5",0.0775286582648492,0.585970902492229,0.73,0.674,1,0.10004806898036
"PSMB8",0.0782119234732947,0.33568836491293,0.608,0.552,1,0.100706503233313
"LENG8",0.0797447747330227,0.262719831263788,0.405,0.312,1,0.102453551643751
"SEC11C",0.0803749004391342,-0.299831922740445,0.378,0.467,1,0.103035665320652
"IDI1",0.0808011257292392,-0.291744633825412,0.27,0.369,1,0.103354406976741
"AC092821.3",0.0845374524055707,0.341556331585481,0.743,0.774,1,0.10789648530711
"ZCRB1",0.0854676263825568,0.385859559865217,0.392,0.329,1,0.108673453868023
"EIF1B",0.0855196595731176,-0.299189383507482,0.203,0.282,1,0.108673453868023
"CCDC7",0.0865920647820685,0.323144385731375,0.203,0.141,1,0.109796474298832
"ATM",0.0903576758616195,0.254089197749509,0.973,0.934,1,0.114157998745771
"DUSP6",0.0904241192814444,-0.495576085129085,0.459,0.557,1,0.114157998745771
"SLC27A3",0.0920358090037051,0.306478840441828,0.135,0.082,1,0.115771183465046
"PPT1",0.0920997559180696,-0.292033037592691,0.797,0.822,1,0.115771183465046
"YARS",0.0943348687442511,0.420246987243046,0.73,0.707,1,0.118325201743867
"SARS",0.0948280419470983,0.257489376870006,0.5,0.429,1,0.118688000888626
"TMEM134",0.0956495377395687,-0.267762335755993,0.554,0.622,1,0.119459293915084
"MEI1",0.0961537081422187,-0.332875267576957,0.311,0.409,1,0.119831816142979
"MTRNR2L1",0.096541642287429,0.764880687283178,0.892,0.943,1,0.120058196177957
"MRPL27",0.0990335060950619,0.272005295284018,0.311,0.242,1,0.122692303189616
"HDDC2",0.0990814132287275,0.304623312675316,0.216,0.146,1,0.122692303189616
"CLEC2B",0.101275042444878,0.334341277352624,0.514,0.49,1,0.125142409135709
"CD82",0.101536952008632,-0.412435321208598,0.581,0.631,1,0.125200224722508
"PDE6G",0.103524008273852,0.263270429166163,0.176,0.117,1,0.127380492210109
"NSMCE1",0.103904571071194,-0.289988632102306,0.608,0.678,1,0.127579030302605
"ANXA7",0.106411252437756,-0.289887948077727,0.514,0.578,1,0.130381787197419
"TMEM175",0.111649753226776,0.275938348179173,0.378,0.315,1,0.136512933567192
"NDUFV2",0.119143212473738,-0.255844526604826,0.297,0.375,1,0.145369705785567
"TAF1D",0.123442694449686,0.325628794832567,0.527,0.498,1,0.150300519183508
"RAB4B",0.12385711033473,0.335145157326991,0.324,0.267,1,0.150490267671843
"COX6C",0.127404135611025,-0.266114918573957,0.73,0.803,1,0.154477514428367
"C11orf1",0.131930575168794,0.372168096177428,0.514,0.505,1,0.159633253114841
"DNAJC19",0.133696074060064,-0.316614844780795,0.27,0.35,1,0.161433848761322
"BX284668.5",0.138088801700683,0.315717214560143,0.108,0.064,1,0.166392717577221
"IARS",0.13930358670555,0.297325041852866,0.554,0.505,1,0.167501647055397
"SCFD1",0.139584705879497,0.286870887757343,0.649,0.578,1,0.167501647055397
"HPRT1",0.140493738017922,0.3443551524915,0.203,0.146,1,0.168245587502943
"CREB1",0.143087017148436,-0.32293272872779,0.554,0.606,1,0.170999268953572
"BEX5",0.144675353826389,-0.309961460592462,0.095,0.152,1,0.172543147391308
"LAMTOR3",0.145040716124178,0.357052961734221,0.392,0.34,1,0.172625146798101
"SUGT1",0.147598169959831,-0.256255914460713,0.851,0.918,1,0.175310479421676
"NDUFA9",0.148297885492085,-0.271927298031928,0.568,0.669,1,0.175782829646423
"GTF3A",0.150660211776344,0.303567983597863,0.703,0.695,1,0.17822000661348
"PLPP5",0.153691590383824,-0.280826732116526,0.419,0.477,1,0.181437131041351
"CTSA",0.154476409811937,-0.291709794285812,0.635,0.709,1,0.181994474717708
"TARDBP",0.158211369955729,-0.256279017026168,0.486,0.538,1,0.186018216796433
"TMIGD2",0.160027778553747,-0.334909042133319,0.459,0.493,1,0.187774530480405
"TM2D1",0.166683693044999,-0.328607525718478,0.622,0.662,1,0.195190964491327
"CXorf40B",0.167214041318963,0.257092465421546,0.189,0.136,1,0.195418819372765
"CYTOR",0.173035178705361,0.283146918536502,0.176,0.125,1,0.201816581175391
"POP4",0.175536870339366,-0.431748881805879,0.378,0.434,1,0.204324917075022
"GCC2",0.178502174776069,-0.361485214950687,0.838,0.81,1,0.207361807823697
"HDAC9",0.185520689984903,-0.33394455776472,0.378,0.401,1,0.2150857401817
"NEIL1",0.187221112844723,0.498059384772986,0.486,0.439,1,0.216476720178547
"TIMMDC1",0.187464376237092,0.260847132583864,0.392,0.321,1,0.216476720178547
"IMMP1L",0.188274463247061,0.331263913819963,0.473,0.423,1,0.216981658633246
"C10orf128",0.195619578524867,-0.315721375581662,0.095,0.141,1,0.225001175299353
"CD69",0.196755132700805,-0.347039220812084,1,0.997,1,0.225571853586923
"KTN1",0.196890896258001,-0.259284580896967,0.649,0.695,1,0.225571853586923
"CFAP36",0.198678251650133,-0.271636094281885,0.324,0.375,1,0.227172382043964
"LAMTOR4",0.201719315080482,-0.338863215074003,0.514,0.542,1,0.230197336033021
"HIST1H1D",0.204035418849608,-0.254108509460568,0.122,0.176,1,0.232384762760218
"RPL38",0.205047069300229,-0.274949046506596,0.932,0.869,1,0.233080848306119
"IMMP2L",0.209665092704426,0.286257327660851,0.162,0.118,1,0.237865660728997
"REST",0.220755276749341,-0.284049766713424,0.243,0.31,1,0.249960254996335
"LGALS1",0.225710871186855,-0.276672856861733,0.149,0.202,1,0.254768647868987
"CLTC",0.225877357904462,0.300508792029553,0.405,0.376,1,0.254768647868987
"KCNAB2",0.229143630580905,0.271440929334926,0.311,0.28,1,0.257952791098813
"FXYD7",0.237400558357311,-0.406823931323445,0.405,0.429,1,0.266731901474817
"SEC61B",0.238256117674625,-0.27189812989996,0.473,0.512,1,0.267177380513742
"AC022274.1",0.241545342561616,-0.258323718382905,0.635,0.657,1,0.270344979559347
"NFE2L2",0.245875440959239,-0.33949505922436,0.378,0.418,1,0.274663160534121
"PIGL",0.254186512538587,0.391896354522305,0.446,0.404,1,0.283403353060263
"UCP2",0.256444035501225,0.289715610708495,0.703,0.725,1,0.285373668569241
"TMEM219",0.260504293254652,-0.362279168212466,0.27,0.308,1,0.289338737927876
"PSMB8-AS1",0.261536640433938,0.351153568485284,0.635,0.631,1,0.289639983754039
"HSBP1L1",0.261770844423754,-0.28027187542537,0.257,0.3,1,0.289639983754039
"ATP5H",0.268264238672043,-0.319968886321322,0.608,0.648,1,0.296261455231744
"MICU1",0.270364055398019,0.293946246412957,0.392,0.361,1,0.29801492470009
"RN7SL2",0.27120918841352,0.34222931780203,0.757,0.706,1,0.298381375532455
"IFI44",0.274675513465036,-0.259199273578065,0.189,0.237,1,0.301624809125757
"RN7SL5P",0.278430264615878,0.358863132528068,0.716,0.732,1,0.305172154437742
"RABAC1",0.283459825527891,0.269278470522801,0.378,0.361,1,0.310100786573746
"RNF10",0.298567468203484,-0.293120203070624,0.514,0.587,1,0.326015509370408
"IL17RB",0.300944281731802,-0.400419295281124,0.135,0.172,1,0.327995453123425
"SP110",0.308835334980555,-0.257140235853078,0.878,0.922,1,0.335966663474174
"HERPUD1",0.312102226096925,-0.258622433484857,0.716,0.72,1,0.338887118635094
"NELL2",0.317582517951853,-0.411008629219621,0.324,0.354,1,0.344195578115417
"CMC2",0.359179184238443,-0.265101122284101,0.554,0.599,1,0.388554433507014
"YAF2",0.359878097923571,0.27463426126413,0.541,0.502,1,0.388588224474059
"RN7SL1",0.363562996432686,0.341382344631223,0.77,0.725,1,0.391840118377451
"SEC62",0.368534357328911,-0.286837056574521,0.676,0.671,1,0.396463948180085
"GNPAT",0.37528653964342,0.255753269313369,0.216,0.186,1,0.40298296323334
"IFI35",0.383949839336666,0.325781675606855,0.486,0.517,1,0.411526347134328
"STX8",0.391552726343942,0.261828625385713,0.514,0.491,1,0.418903835904732
"PMAIP1",0.392455269256389,0.31269344052879,0.23,0.2,1,0.419099021481134
"TEX10",0.39334063772943,0.285350653705672,0.27,0.233,1,0.41927518527203
"MCFD2",0.394335131339417,-0.258241547256141,0.527,0.577,1,0.419566812503731
"MRPS35",0.404406213854609,0.353265830446129,0.216,0.188,1,0.429497110334639
"SH3BP2",0.409919948100747,0.253039519332065,0.635,0.625,1,0.43455994498112
"CNIH4",0.411222538911028,-0.306008629445878,0.405,0.429,1,0.435148213902215
"JUNB",0.414065057767016,-0.309712136371859,0.797,0.817,1,0.437360914011622
"SOD2",0.423914468981966,-0.28635115900322,0.986,0.995,1,0.446953298817942
"RAB27A",0.425259712969383,0.345955100272971,0.541,0.564,1,0.44737284505717
"DHRS7",0.425849752855107,-0.274916087703079,0.716,0.74,1,0.44737284505717
"PAPOLA",0.442357855137729,-0.317758563639434,0.878,0.866,1,0.463861938291965
"FNBP4",0.443139583660366,-0.263509145751191,0.568,0.589,1,0.463861938291965
"MT-RNR1",0.458136993074075,-0.395308990515855,1,0.997,1,0.478699694738082
"SNX3",0.460117684496882,0.288079291699015,0.311,0.303,1,0.479907692432232
"GSN",0.463544453802722,-0.281738671252886,0.716,0.624,1,0.482616944746304
"EMC8",0.482754454182774,0.258123007395869,0.176,0.16,1,0.501719807739955
"SLC39A4",0.497426236086957,0.256974016523259,0.324,0.397,1,0.516046469523368
"NQO2",0.513512486172206,-0.250437360919693,0.676,0.685,1,0.531786951872284
"SCP2",0.517809351327062,0.26672396252984,0.446,0.456,1,0.535284267268828
"ABCD4",0.519217122165768,0.333229080504475,0.757,0.796,1,0.535787881383824
"GUSBP1",0.540616585977127,0.257761174068115,0.27,0.258,1,0.556882925732191
"ALG5",0.551402451294794,-0.276353156265182,0.23,0.242,1,0.56698979974129
"PPIG",0.577629524058064,-0.280228899217126,0.459,0.451,1,0.592910728398224
"NUMB",0.602262493382796,0.298139668841449,0.473,0.538,1,0.617106991459133
"NOP58",0.626850343930145,0.338862943428982,0.514,0.58,1,0.641172056533118
"TBC1D23",0.638332658219476,0.260459837343445,0.243,0.268,1,0.65177124049778
"FAM200B",0.665260739556753,-0.267962764127443,0.338,0.286,1,0.678076620704081
"SSBP1",0.695585805863105,0.271153476311129,0.581,0.672,1,0.707746396874698
"MGLL",0.749695544924214,-0.263086179855832,0.27,0.28,1,0.761470867619358
"RNPC3",0.767446520297268,-0.264583383762831,0.324,0.289,1,0.778142639047056
"ACTR10",0.777610332745121,-0.405488038536534,0.703,0.653,1,0.78707689331767
"SDCCAG8",0.7838115412783,-0.252576103003616,0.635,0.662,1,0.79154759589511
"ATP5F1",0.784747358816974,0.259283957892862,0.608,0.648,1,0.79154759589511
"RBSN",0.873686424418496,0.279323324782146,0.595,0.608,1,0.879243842404791
"EMC3",0.874711657650127,0.279481202818986,0.608,0.688,1,0.879243842404791
"THUMPD3-AS1",0.924103732482377,0.286748576366298,0.405,0.436,1,0.927290297077144
"TMEM14B",0.929620764382303,0.299385328603339,0.716,0.772,1,0.931220800121343
"WDR12",0.975240101313864,0.374242141286647,0.703,0.718,1,0.975240101313864
