"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"RPL31",6.21907924578875e-20,0.430312905987079,0.992,0.992,1.77791037478609e-15,7.45116098316199e-19
"LEF1",7.83459044649079e-20,0.508241302245175,0.48,0.127,2.23975271684279e-15,9.2128980250401e-19
"ITGB2-AS1",8.58071395300341e-20,0.297898502298273,0.457,0.117,2.45305450488461e-15,9.58067543219923e-19
"FP236383.2",8.75085315067016e-20,1.07142925418078,1,1,2.50169389871359e-15,9.58067543219923e-19
"FP236383.3",8.75085315067016e-20,1.07142925418078,1,1,2.50169389871359e-15,9.58067543219923e-19
"FP671120.3",8.75085315067016e-20,1.07142925418078,1,1,2.50169389871359e-15,9.58067543219923e-19
"KLRK1",1.00299146240444e-19,-0.709709112940947,0.622,0.883,2.86735199272181e-15,1.0794908112319e-18
"FYB1",1.98163322929891e-19,0.593634986297251,0.992,0.706,5.66509307591973e-15,2.08034015706718e-18
"GIMAP5",1.99843700127713e-19,0.615398450658056,0.803,0.388,5.71313169925107e-15,2.08034015706718e-18
"KRT86",2.44642671023679e-19,-0.837169061130059,0.031,0.472,6.99384467922493e-15,2.50561445322639e-18
"CTSW",2.5213946564181e-19,-1.05487532780824,0.717,0.9,7.20816304376808e-15,2.54140572511984e-18
"TNFRSF18",3.50834330620804e-19,-0.879626861566545,0.173,0.61,1.00296518437875e-14,3.48093437412829e-18
"XCL2",4.02475382763544e-19,-1.34544478060088,0.181,0.607,1.15059662424442e-14,3.93187489315154e-18
"TNFSF13B",4.75209965647835e-19,-0.987037537189948,1,1,1.35853024979403e-14,4.57209588161174e-18
"COTL1",5.55293128481239e-19,0.613963373456998,0.89,0.603,1.58747199570217e-14,5.26285278485951e-18
"RPS14",6.14645930982965e-19,0.397024143047276,1,0.996,1.7571497874941e-14,5.73970832609092e-18
"TRBV5-1",6.80690234831622e-19,0.623621307169326,0.157,0.002,1.94595724333664e-14,6.26432317562435e-18
"IL4I1",8.72820125424299e-19,-0.934514078014205,0.165,0.626,2.49521817456298e-14,7.91772542349185e-18
"AC135068.8",1.37511465277892e-18,0.461107598553219,0.362,0.073,3.93117776936437e-14,1.2046230890863e-17
"IGHV1OR15-1",1.37511465277892e-18,0.461107598553219,0.362,0.073,3.93117776936437e-14,1.2046230890863e-17
"KRT81",1.38484229139055e-18,-0.488078088504116,0.016,0.445,3.95898714262731e-14,1.2046230890863e-17
"TRAT1",1.51762999643875e-18,0.335234027686638,0.717,0.294,4.33860063381911e-14,1.28699303234599e-17
"TMSB10",1.52007051064488e-18,0.615103266219076,1,0.948,4.34557757583157e-14,1.28699303234599e-17
"RPL23A",1.65118846314424e-18,0.434740591303572,1,0.99,4.72041757843677e-14,1.37961141328499e-17
"RPS3A",1.856819524291e-18,0.457245720612265,1,0.987,5.30827565604312e-14,1.53127324405817e-17
"PPP3CA",1.94600213877232e-18,-0.65090759256675,0.984,0.99,5.56323091432231e-14,1.58424533092362e-17
"RPL3",2.13724635137113e-18,0.470338597959728,1,0.987,6.10995986929979e-14,1.71791320648186e-17
"CAPG",3.11320566495309e-18,-0.92981561469058,0.323,0.706,8.9000323549679e-14,2.47110699655652e-17
"AC005884.2",4.11698818549082e-18,0.444368049431198,1,0.952,1.17696458246812e-13,3.22751542936626e-17
"RPL19",4.78027000020169e-18,0.551413818822045,1,0.893,1.36658358765766e-13,3.7017944513757e-17
"UBB",6.64709420238139e-18,-0.620883510080303,0.969,0.988,1.90027129057679e-13,5.08542749218335e-17
"CD300LF",6.73830837692654e-18,-0.763167732123524,0.031,0.451,1.92634759879576e-13,5.09384026112899e-17
"SYNE2",7.26355501604239e-18,0.326382817672008,0.795,0.472,2.0765051079862e-13,5.42630286492578e-17
"KLRC1",7.81440365889836e-18,-1.33664839336047,0.244,0.633,2.23398171800586e-13,5.76993758534937e-17
"LINC00299",1.27941125181034e-17,-0.757040933413973,0.118,0.52,3.6575808866754e-13,9.33823155056971e-17
"AC109460.4",1.36763122235368e-17,0.253159578660803,0.504,0.154,3.90978413846471e-13,9.86870257039306e-17
"SH2D1A",1.39516802052957e-17,0.274520923571461,0.48,0.14,3.98850633708995e-13,9.91891602156596e-17
"RNF168",1.40583061722982e-17,-0.384777162716333,1,1,4.01898856853661e-13,9.91891602156596e-17
"VWA5A",1.49309978932113e-17,-0.550312575569822,0.157,0.593,4.26847367771124e-13,1.04188831452628e-16
"RPL34",1.5974969925153e-17,0.426554647042404,1,0.983,4.56692440220274e-13,1.10262020679045e-16
"CD63",2.48443254476297e-17,-0.892589375655476,0.346,0.726,7.10249575896837e-13,1.69635985583278e-16
"LDHB",2.80562520338768e-17,0.720508824731135,0.961,0.735,8.02072133144471e-13,1.87631029250668e-16
"TRAV4",2.80707839036432e-17,0.650060171837601,0.134,0,8.02487570237352e-13,1.87631029250668e-16
"IL23R",5.71031326866518e-17,-0.773074758265587,0.22,0.624,1.632464357246e-12,3.77713429750249e-16
"RPL13",5.98662469517158e-17,0.375960946583556,1,0.992,1.71145626785565e-12,3.9190790530247e-16
"RPL30",9.59949851213893e-17,0.600309213660191,0.992,0.925,2.74430463465028e-12,6.22008321960023e-16
"RPL37",1.24830061412453e-16,0.524228918819892,0.992,0.944,3.5686417956592e-12,8.0067766663543e-16
"WDR74",1.26345400433407e-16,-1.1186416374695,0.638,0.86,3.61196230759023e-12,8.02293292752133e-16
"GIMAP4",1.51478930101801e-16,0.531094990344216,0.78,0.384,4.33047965375027e-12,9.52367530838053e-16
"RPL32",1.87213988449296e-16,0.512655832805516,1,0.944,5.35207350178847e-12,1.16549884965983e-15
"RPL11",2.88863184106189e-16,0.562225788577966,1,0.935,8.25802070722774e-12,1.78085555249932e-15
"ID2",3.42624325325375e-16,-0.717184015629048,0.764,0.931,9.79494421240181e-12,2.09198506328474e-15
"RPL41",4.8186251743943e-16,0.376549171486632,1,0.985,1.37754856485584e-11,2.91412093880036e-15
"RPS18",7.66543370772102e-16,0.417921199938611,1,0.983,2.19139418836329e-11,4.59202868339891e-15
"AD000090.1",1.11385550030404e-15,0.2615202543903,0.89,0.635,3.18429010426918e-11,6.61026395040247e-15
"VSIR",1.18126202423082e-15,0.373102206938088,0.701,0.322,3.37699187487107e-11,6.9453831980238e-15
"CD40LG",1.29897130604295e-15,0.3019106551269,0.622,0.274,3.71349916971557e-11,7.56740164529606e-15
"TRGC1",1.36463763287555e-15,-0.284699088968465,0.15,0.56,3.90122606486463e-11,7.87768088069069e-15
"RPL39",1.79809097976184e-15,0.578706481916933,0.984,0.839,5.14038249294315e-11,1.02863763256646e-14
"TOX",2.85170425346036e-15,-0.30952434677163,0.11,0.514,8.15245211979247e-11,1.61681446513154e-14
"RPS6",3.52647170943103e-15,0.404307359126786,1,0.983,1.00814773229214e-10,1.98168985441478e-14
"GSN",3.76716150603172e-15,-0.78054366469381,0.409,0.689,1.07695613134435e-10,2.09837504941241e-14
"PTGER4",4.26408690082049e-15,0.320682928787025,0.874,0.501,1.21901716320656e-10,2.35451754958349e-14
"RPS16",5.89942835218866e-15,0.647694422814342,0.961,0.845,1.68652857732369e-10,3.22942845141362e-14
"FES",7.16964719280086e-15,-0.449782866200441,0.039,0.411,2.04965873947791e-10,3.89121877557995e-14
"LDLRAP1",9.06759867398663e-15,0.342360387268811,0.512,0.215,2.5922451089193e-10,4.87959759150976e-14
"EEF1B2",9.66481535807867e-15,0.572512746911503,0.953,0.708,2.76297741456753e-10,5.15727542216803e-14
"RPLP0",1.19487530388773e-14,0.508346578658283,0.984,0.954,3.41590951875424e-10,6.3228818164059e-14
"AC112491.1",1.47718690760538e-14,0.388704450798902,0.992,0.944,4.22298193146225e-10,7.75217922586293e-14
"LCK",1.54036031781978e-14,0.474985039576721,0.976,0.772,4.40358207658319e-10,8.01744919520952e-14
"RPL10",1.83137181570457e-14,0.411153407782337,1,0.969,5.23552574673623e-10,9.42130005125592e-14
"SNORD3B-1",1.83974993126887e-14,-0.353050554169526,1,1,5.25947710351145e-10,9.42130005125592e-14
"NFKBIA",2.47265017490282e-14,-0.580626417205077,0.961,0.996,7.06881232001218e-10,1.25610628885063e-13
"DNAJB1",2.79115614289214e-14,0.55368703983541,0.906,0.655,7.97935718130006e-10,1.40665408788612e-13
"IKZF3",3.28440746277402e-14,0.499679047394945,0.913,0.772,9.38946405457837e-10,1.64220373138701e-13
"SHISA5",3.55368631011032e-14,0.360679844550969,0.772,0.42,1.01592784233434e-09,1.76296156790629e-13
"RPS28",4.39952901709423e-14,0.576302121420054,0.984,0.839,1.2577373554069e-09,2.16565963244561e-13
"RPS27A",4.64006497706069e-14,0.436109694601839,1,0.946,1.32650177564211e-09,2.26649327725657e-13
"LAT",4.71277543498432e-14,0.569780842559364,0.89,0.693,1.34728824135332e-09,2.2844369474924e-13
"LAT2",6.02597076997258e-14,-0.838867629624428,0.535,0.752,1.72270452371976e-09,2.89885715070651e-13
"AC093484.4",6.7425001840484e-14,-0.45700101878576,0.89,0.96,1.92754595261576e-09,3.18874069798307e-13
"AC018738.1",6.77921250752307e-14,0.420016849604328,0.89,0.662,1.9380412716507e-09,3.18874069798307e-13
"RPS28P7",6.77921250752307e-14,0.420016849604328,0.89,0.662,1.9380412716507e-09,3.18874069798307e-13
"GIMAP7",8.83754962490608e-14,0.507426683530878,0.945,0.653,2.52647868676815e-09,4.09731715743838e-13
"RHOC",8.83988111132375e-14,-0.699850774159329,0.11,0.476,2.52714521210523e-09,4.09731715743838e-13
"MT-RNR1",9.19188538031717e-14,-0.859210469793289,0.984,1,2.62777619252507e-09,4.22959943224739e-13
"NCR2",1.26807834958749e-13,-0.598009190599737,0.016,0.349,3.62518238580072e-09,5.79301979847523e-13
"JAML",1.30699900314702e-13,-1.1885201174784,0.567,0.816,3.7364487501967e-09,5.92817404998827e-13
"RPS21",1.51322686598717e-13,0.550503380430595,0.937,0.72,4.32601296448411e-09,6.81488694965851e-13
"TMC8",2.26405383266406e-13,0.382853200434047,0.874,0.562,6.47247709682001e-09,1.01244660826879e-12
"CNN2",2.48777193305645e-13,0.535427753718422,0.921,0.783,7.11204240222179e-09,1.10470991432926e-12
"S1PR1",3.53492812857347e-13,0.510784591354137,0.591,0.263,1.01056525339658e-08,1.55880511225289e-12
"RPL9",4.31195043529087e-13,0.447310627400483,0.992,0.925,1.23270039044096e-08,1.88833691476531e-12
"RPS23",4.90796447153242e-13,0.476985805995369,0.976,0.868,1.40308888312169e-08,2.1346283831665e-12
"DGKA",5.19370003706105e-13,0.679210245007055,0.921,0.739,1.48477496659501e-08,2.2435370908393e-12
"HNRNPH1",5.75291438679698e-13,-0.479568244838144,1,1,1.64464316489752e-08,2.46831124028114e-12
"TRGC2",6.10914565748596e-13,-0.519366773127482,0.252,0.587,1.74648256056209e-08,2.60356207550576e-12
"RPS20",6.94241287831766e-13,0.473073333168619,0.984,0.929,1.98469699365345e-08,2.93895478515448e-12
"CMTM7",7.64109151564235e-13,0.367384952539803,0.567,0.246,2.18443524249184e-08,3.21330669697543e-12
"TMIGD2",7.82811460960078e-13,-0.645585396218455,0.213,0.557,2.23790140459267e-08,3.27029787966875e-12
"GPR171",9.59346741667595e-13,0.631343922235347,0.512,0.207,2.74258046507932e-08,3.9816024899276e-12
"FGR",1.05298678361514e-12,-0.440270186434084,0.039,0.361,3.01027861699896e-08,4.34186108828321e-12
"NOSIP",1.10525406452243e-12,0.509368374256626,0.835,0.52,3.15970031965672e-08,4.52797632884995e-12
"MT-CYB",1.1210653351081e-12,-0.327698880875477,1,1,3.20490158000703e-08,4.56331081919001e-12
"PASK",1.13490675044388e-12,0.433995894619411,0.535,0.257,3.24447141816897e-08,4.59022793969341e-12
"AHR",1.20470774459705e-12,-0.34869029288192,0.465,0.741,3.44401850025404e-08,4.84100968969281e-12
"TRA2A",1.21215833174985e-12,-0.687798995536401,0.882,0.973,3.46531823880648e-08,4.84100968969281e-12
"AC092821.3",1.28254938233659e-12,-0.423194390530184,0.496,0.837,3.66655217422383e-08,5.09011786114832e-12
"RPS13",1.69712747757334e-12,0.448704845446013,1,0.912,4.85174803288666e-08,6.69363943018056e-12
"AREG",2.45217392691797e-12,-0.689428742762004,0.134,0.478,7.0102748222731e-08,9.61191631847477e-12
"U2",2.83803231124427e-12,-0.953537294565527,0.094,0.411,8.11336677138512e-08,1.10561381450314e-11
"KIAA1324",2.99388888994817e-12,-0.461905896567698,0.465,0.718,8.55892955858384e-08,1.15921917385188e-11
"TRAV8-4",3.19710542589079e-12,0.282786417208491,0.102,0.002,9.13988499153658e-08,1.23040117905494e-11
"RPL36",3.38452702938864e-12,0.454555074493908,0.992,0.923,9.67568587161623e-08,1.29468353232638e-11
"MYC",5.74316745641004e-12,0.269371089490652,0.402,0.136,1.6418567124385e-07,2.18377924240741e-11
"RPS4X",5.95413521008034e-12,0.455228912488591,0.984,0.864,1.70216817385777e-07,2.25052134428632e-11
"ATP8B4",6.26400831881289e-12,-0.363511740296863,0.063,0.382,1.79075469818223e-07,2.35363626180248e-11
"OTUD5",6.93532616487832e-12,-0.599880870544472,0.244,0.576,1.98267104401541e-07,2.59054830276337e-11
"MT-CO3",7.09466261885222e-12,-0.306156098134086,1,1,2.02822214947747e-07,2.63456769764395e-11
"CD200R1",1.02944256376887e-11,-0.359211049636933,0.205,0.555,2.94297040130245e-07,3.80055830228624e-11
"ADAM28",1.08689848688039e-11,-0.513857153063643,0.055,0.359,3.10722539429365e-07,3.9894828853702e-11
"GNLY",1.11398492151052e-11,-2.38542421504923,0.677,0.835,3.18466009361426e-07,4.06540474229413e-11
"KLRC4-KLRK1",1.18600181575856e-11,-0.555350033946963,0.157,0.493,3.39054199089058e-07,4.30349230289535e-11
"TUBA4A",1.56658874568737e-11,0.499260802824095,0.748,0.461,4.47856390617105e-07,5.65218098586067e-11
"CHMP7",1.7895190287571e-11,0.264498488834314,0.646,0.328,5.1158769994108e-07,6.42002589412858e-11
"SLC2A3",2.18625087242204e-11,0.56453489843984,0.866,0.618,6.25005399408013e-07,7.79926575274156e-11
"BST2",2.86661783741158e-11,-0.708473097474665,0.339,0.655,8.19508707359223e-07,1.01692867416556e-10
"PTGDR",3.04162426314954e-11,-0.376614686884458,0.118,0.43,8.69539544349191e-07,1.07301744838887e-10
"IL1R1",3.16694945466171e-11,-0.347390188337858,0.181,0.476,9.05367510098689e-07,1.11105685287855e-10
"RGCC",3.31625270919708e-11,0.324576280094907,0.496,0.209,9.48050324505262e-07,1.15704421447261e-10
"STAP1",3.47890119710446e-11,-0.423264168170409,0.024,0.317,9.94548274228223e-07,1.20715970500619e-10
"CD74",3.88651090218742e-11,-0.622100992864053,0.913,0.967,1.11107573671734e-06,1.34126870809186e-10
"RPS19",4.11487985162026e-11,0.293056529123902,1,0.996,1.1763618519812e-06,1.41240470582641e-10
"TNFSF11",4.53618157350331e-11,-0.296459845870952,0.039,0.334,1.29680358823312e-06,1.54864263396484e-10
"RPL12",5.78793321911505e-11,0.417539054377375,0.976,0.758,1.65465434868061e-06,1.96542117333586e-10
"MTFP1",6.61071722754914e-11,0.260368067463787,0.252,0.06,1.88987184101175e-06,2.23287523377325e-10
"LTA4H",1.09337581454346e-10,-0.756189868139839,0.37,0.647,3.12574277861684e-06,3.67351133457723e-10
"H3F3B",1.25681695971739e-10,-0.512468083123733,1,0.998,3.59298832444007e-06,4.20041457589759e-10
"ANKRD10",1.41556427754968e-10,-0.676697053501398,0.74,0.891,4.04681515665902e-06,4.70619537300548e-10
"FXYD5",1.43218686161738e-10,-0.606164451028981,0.929,0.933,4.09433579999176e-06,4.73665967253664e-10
"ABLIM1",2.35007805352431e-10,0.509959215920288,0.764,0.486,6.71840313941531e-06,7.73212209320176e-10
"LAPTM5",2.4662380495173e-10,0.382892780164809,0.976,0.802,7.05048133596006e-06,8.04126174335601e-10
"LINC00861",2.46936384244791e-10,0.389546912373654,0.63,0.376,7.05941735279008e-06,8.04126174335601e-10
"RPL35A",2.48905777425254e-10,0.474972392601464,0.984,0.879,7.11571836503315e-06,8.06403921760388e-10
"ITK",2.52772156211928e-10,0.428105107246037,0.866,0.729,7.2262504017866e-06,8.14773193881088e-10
"CLEC2D",2.65611658743207e-10,0.545117046343921,0.898,0.727,7.59330610015079e-06,8.51835370211799e-10
"RPS15",2.97152780356881e-10,0.351246268122198,0.984,0.931,8.49500368484251e-06,9.48201083048339e-10
"MMP25-AS1",3.56028766338028e-10,-0.626516091628921,0.512,0.731,1.01781503720715e-05,1.13039133312324e-09
"CD164",3.83318967417417e-10,-0.526993502791462,0.803,0.906,1.09583226405291e-05,1.21098280751274e-09
"TOX2",4.24338360040207e-10,-0.271671024406627,0.079,0.374,1.21309850368294e-05,1.33393494369075e-09
"FXYD7",4.9627134017784e-10,-0.671231728415341,0.189,0.484,1.41874050730041e-05,1.55237586705876e-09
"FAM102A",5.98097911808985e-10,0.276105335347266,0.48,0.219,1.70984231027953e-05,1.86172634313091e-09
"RPL22",6.08410801331665e-10,0.357418796689603,0.929,0.693,1.73932479884696e-05,1.88458955534443e-09
"CD48",6.8925918444883e-10,0.402564673070878,0.638,0.342,1.97045415650231e-05,2.12465816565537e-09
"TMEM173",6.93897525586306e-10,0.302760595201177,0.701,0.403,1.98371424614613e-05,2.12862284418988e-09
"CD28",7.55890496615042e-10,0.368096899683654,0.803,0.585,2.16093975172308e-05,2.3076464680315e-09
"RPL14",7.7550138740099e-10,0.481112783676243,0.969,0.946,2.21700336630195e-05,2.35618842583555e-09
"MSL3",8.27997643072876e-10,0.417232648465747,0.567,0.299,2.36707966201674e-05,2.5037071588156e-09
"RPS10",9.92559079025447e-10,0.453524532744164,0.921,0.75,2.83752789511795e-05,2.98708538000549e-09
"S100A6",1.14808780326171e-09,0.286540933189548,0.874,0.557,3.28215341196457e-05,3.43884790127918e-09
"SBDS",1.1756750569206e-09,0.335181958951035,0.858,0.616,3.3610198527246e-05,3.50494676593699e-09
"NLRC5",1.33542075029605e-09,0.321124455224865,0.693,0.411,3.81770084094635e-05,3.96258026372893e-09
"HMGN3",1.44090714643864e-09,-0.605028587489139,0.575,0.783,4.11926535023879e-05,4.25570250227226e-09
"RPL5",1.45576941913186e-09,0.365228861928567,1,0.956,4.16175361541416e-05,4.2796925053182e-09
"SPINK2",1.95420603248633e-09,-0.869653686775911,0.094,0.369,5.58668420567191e-05,5.71852917340469e-09
"CAMK4",2.67377966192862e-09,0.328117501827425,0.472,0.232,7.64380129752154e-05,7.78830314369117e-09
"SIGLEC7",3.31686810414687e-09,-0.350311283021852,0.024,0.265,9.48226253613506e-05,9.61740295038019e-09
"PECAM1",3.66829140815446e-09,-0.631195426764814,0.496,0.656,0.00010486911477632,1.05880229280822e-08
"RPLP1",4.10529374435908e-09,0.276343013264799,1,0.996,0.000117362137563737,1.17957535188598e-08
"MCUB",4.74457940400262e-09,0.330489205054258,0.638,0.384,0.000135638036001627,1.35712068537913e-08
"NSMCE1",5.01749531663209e-09,-0.742375515902743,0.48,0.716,0.000143440156111878,1.42874866639524e-08
"RPS26",5.30835906904709e-09,0.322256755737883,1,0.956,0.000151755369065918,1.50482500394862e-08
"TRAC",5.40726009754453e-09,0.459976602608628,0.937,0.75,0.000154582751668603,1.52134283145412e-08
"EEF1A1",5.41454299068709e-09,0.256199303369065,1,1,0.000154790955017762,1.52134283145412e-08
"CA2",5.87730058068009e-09,-0.370697558814047,0.008,0.236,0.000168020269000483,1.6440906910713e-08
"AFF3",6.22062138737033e-09,-0.509182133047283,0.48,0.643,0.000177835124222143,1.73249762323691e-08
"TXNIP",7.51724677864017e-09,0.274196595088762,1,0.979,0.000214903050907765,2.08447672682817e-08
"CIB1",8.42822199041017e-09,0.32172411862509,0.74,0.464,0.000240946010261846,2.32692215822194e-08
"UBA52",9.34923701317626e-09,0.383320130487161,0.992,0.891,0.000267275987732683,2.5700283564359e-08
"RAB37",9.71896982400943e-09,-0.4428637999661,0.276,0.53,0.000277845909328782,2.66014906820948e-08
"AES",1.02409279682925e-08,0.332450976460338,0.622,0.359,0.000292767648757545,2.79098251496383e-08
"CTNNB1",1.08479686383789e-08,-0.374574304920679,0.882,0.919,0.000310121727433975,2.94378636126948e-08
"SP140",1.20667141529007e-08,0.259373649973945,0.362,0.152,0.000344963224203126,3.26058020727318e-08
"TOMM7",1.40864392446508e-08,0.427491464333648,0.795,0.576,0.000402703125126077,3.79020716964121e-08
"LINC02256",1.42827661860759e-08,-0.258463775608336,0.11,0.355,0.000408315719727537,3.82681710048868e-08
"ZFP36L2",1.46320006693723e-08,0.396318259024697,1,0.975,0.000418299635136016,3.90391614497959e-08
"PYHIN1",1.48511410973403e-08,0.366191779315218,0.551,0.321,0.000424564421690765,3.94580527063226e-08
"RPS8",1.57438809426283e-08,0.353423554519861,0.961,0.816,0.000450086068387858,4.16556849940374e-08
"MAFF",1.70150634558285e-08,-0.417524435032349,1,0.996,0.000486426634075226,4.48322211388013e-08
"AC000367.1",1.88841263614563e-08,-0.278099434453595,1,1,0.000539859404421313,4.95513233038213e-08
"PTPN6",2.01302596101049e-08,-0.363107855772462,0.339,0.643,0.000575483861733679,5.26037648247597e-08
"BAZ2B",2.09156801979009e-08,-0.606874371157394,0.764,0.85,0.000597937465497591,5.43032418289924e-08
"RBM39",2.09516444852018e-08,-0.446148373781665,0.984,0.992,0.000598965612542949,5.43032418289924e-08
"CTSD",2.29859944016481e-08,-0.537356468882906,0.496,0.708,0.000657123607954316,5.93337660367746e-08
"LYAR",2.57075362011764e-08,0.267727144253144,0.339,0.132,0.000734927044919231,6.60902246467491e-08
"SELPLG",2.60466169771595e-08,0.301570935066218,0.756,0.514,0.000744620686143035,6.66919426632914e-08
"SNHG6",2.93229769408774e-08,0.324470010390273,0.535,0.271,0.000838285264785802,7.47794793472174e-08
"AC010186.4",3.4545430862537e-08,-0.657125656165232,0.063,0.288,0.000987584777498207,8.77453943908439e-08
"FAU",3.4945253543759e-08,0.368790352345613,0.984,0.86,0.000999014908308983,8.84073147421792e-08
