"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"ARL4A",4.39262587846066e-15,0.842851405372144,0.741,0.397,1.25576388613433e-10,3.05653550709555e-14
"CXCL8",1.33479962205646e-14,0.637357284010664,0.223,0.031,3.815925159535e-10,9.16074809109979e-14
"CD74",1.58761089015214e-14,-0.744656632787553,0.914,0.969,4.53866201276693e-10,1.07485548103543e-13
"TCF7",2.55346567892095e-14,-0.438995247990638,0.626,0.87,7.29984768289921e-10,1.70571507351919e-13
"TXNIP",2.81926961198452e-14,0.643364190563293,0.993,0.98,8.05972796674134e-10,1.85849220474243e-13
"AC026979.3",3.6871932331727e-14,0.406260839439313,1,1,1.05409480149941e-09,2.3990698828825e-13
"MBOAT2",3.91713990183426e-14,0.656270522971881,0.504,0.234,1.11983195513638e-09,2.51600909079354e-13
"EVA1A",4.3244523290053e-14,0.280953657561516,0.158,0.012,1.23627443181604e-09,2.74246913522995e-13
"ADAM28",7.09187893035061e-14,-0.525668964953266,0.043,0.369,2.02742634860863e-09,4.44128918013207e-13
"STK17A",8.75635775768991e-14,-0.375411856243498,0.237,0.593,2.50326755576839e-09,5.4159694279045e-13
"NCR2",1.01815697551173e-13,-0.55639658763373,0.029,0.354,2.91070716159292e-09,6.22069078940701e-13
"TLE4",1.05881197288342e-13,0.410926526456485,0.46,0.177,3.02693166807912e-09,6.39114214957341e-13
"RN7SL2",1.18514265408504e-13,0.651295178828515,0.978,0.639,3.3880858194983e-09,7.06852940115004e-13
"PECAM1",1.29117329416327e-13,-0.665846138222238,0.439,0.676,3.69120621335395e-09,7.6103272985388e-13
"CCR2",2.36630506565139e-13,0.348539914987804,0.237,0.043,6.76479292168419e-09,1.37851027661784e-12
"IL2",6.28351296213578e-13,0.524285673133139,0.331,0.092,1.79633068561538e-08,3.61843677474716e-12
"AMFR",7.85686742527063e-13,0.309970289720393,1,1,2.24612125953637e-08,4.47305747734157e-12
"ELOVL6",8.23612244524174e-13,-0.33708929028313,0.338,0.619,2.35454268464571e-08,4.63628915175968e-12
"RPL18A",8.75366193688164e-13,0.3989847897028,1,0.992,2.50249687451572e-08,4.87287181153078e-12
"IL1R1",8.88925548369054e-13,-0.378856890258597,0.173,0.485,2.54126035767745e-08,4.89397472233952e-12
"RHOC",1.25916419136812e-12,-0.690889754667441,0.144,0.475,3.59969859028319e-08,6.85697021603728e-12
"KLRB1",1.33322126523712e-12,0.54701532270823,0.993,0.847,3.81141295305989e-08,7.18219197724515e-12
"CBLB",1.88946770280042e-12,-0.304503096816504,0.309,0.619,5.40161026876585e-08,1.00704608415214e-11
"GBP5",2.31687263316796e-12,-0.375138563832733,0.108,0.426,6.62347548370055e-08,1.22184546233384e-11
"LGALS1",2.39377112888864e-12,0.691864616651362,0.403,0.139,6.84331290326685e-08,1.24924930788876e-11
"TSC22D3",2.84417540673421e-12,0.515491509435849,1,0.994,8.13092865277177e-08,1.46900193688025e-11
"KLF6",3.25372519516652e-12,0.767590586135504,1,0.986,9.30174958794204e-08,1.66338400283513e-11
"KLRK1",3.48081723641185e-12,-0.765473679882944,0.748,0.855,9.95096031545419e-08,1.76150448024478e-11
"TCIRG1",4.69743850709955e-12,-0.47320822433167,0.187,0.521,1.34290372040962e-07,2.35341669205687e-11
"OTUD5",4.77329585410619e-12,-0.554040170666424,0.266,0.578,1.36458981877188e-07,2.36774378505664e-11
"ZFP36L1",7.17312505086554e-12,-1.1441286813491,0.95,0.978,2.05065298954144e-07,3.52327024557219e-11
"CCL5",1.01537551354026e-11,-1.32910740939768,0.532,0.733,2.90275551810889e-07,4.89441785512828e-11
"OXNAD1",1.02052312247309e-11,-0.372333573069131,0.209,0.53,2.91747150252607e-07,4.89441785512828e-11
"IPCEF1",1.02577619718257e-11,-0.397084755415816,0.201,0.493,2.93248899250554e-07,4.89441785512828e-11
"LPAR6",1.15915889172688e-11,0.666423005007139,0.669,0.405,3.31380343966881e-07,5.47866608259593e-11
"IL4I1",1.22171180812463e-11,-0.816319291895768,0.302,0.599,3.49262971706668e-07,5.72035155019101e-11
"NCR1",2.12170111051155e-11,-0.341210102099495,0.094,0.375,6.06551913473043e-07,9.84233570709526e-11
"CD96",2.33530909583287e-11,-0.431421775429847,0.64,0.921,6.676181643167e-07,1.07338518991951e-10
"KLRC4-KLRK1",2.38171171843795e-11,-0.618688536676751,0.201,0.489,6.8088374606704e-07,1.08476142812492e-10
"LST1",2.41247517604164e-11,-1.08933545927326,0.777,0.88,6.89678403326785e-07,1.08887393080798e-10
"TUBA1A",3.29356863237016e-11,0.528984194588235,0.691,0.403,9.41565400621981e-07,1.47328382572987e-10
"ADAM10",4.93511048911491e-11,-0.462728130463482,0.482,0.749,1.41084938662817e-06,2.18804456198811e-10
"SESN1",6.64172025741143e-11,0.606214827979249,0.626,0.344,1.89873498718878e-06,2.91886127102029e-10
"PRMT2",9.10989520111957e-11,-0.355712514789324,0.568,0.827,2.60433684009606e-06,3.96874564848774e-10
"TRGC1",9.53086053545097e-11,-0.294348399961994,0.245,0.544,2.72468240987472e-06,4.11634580022495e-10
"DHRS3",1.15750440004887e-10,-0.421256458971636,0.266,0.574,3.30907357885972e-06,4.95649320020928e-10
"ABCB1",1.37985567673465e-10,-0.301210672536099,0.165,0.464,3.94473140864901e-06,5.85853978003439e-10
"TPST2",1.64235757723833e-10,-0.511111559169999,0.496,0.672,4.69517184180893e-06,6.91446341341514e-10
"NOP53",1.72825124330209e-10,0.443502569884955,0.964,0.906,4.940724654352e-06,7.1874070074271e-10
"ID2",1.7358807343287e-10,-0.807161320141049,0.878,0.904,4.96253584329889e-06,7.1874070074271e-10
"ANXA5",2.48740172227244e-10,0.448591124059984,0.424,0.175,7.11098404363246e-06,1.02146578922827e-09
"ITM2C",2.91570293567397e-10,-0.46225392366217,0.165,0.452,8.33541155250475e-06,1.18761558599403e-09
"RGS1",3.19171506357686e-10,0.729051663010821,0.986,0.862,9.12447502375353e-06,1.28570308532136e-09
"TLE1",3.20784202924492e-10,-0.275233309486755,0.072,0.344,9.17057879320538e-06,1.28570308532136e-09
"STARD3NL",4.12984692881001e-10,-0.656998747889898,0.345,0.599,1.18064064000821e-05,1.64210580264589e-09
"PLCG2",4.17657072676303e-10,-0.273203673771011,0.165,0.422,1.19399803936701e-05,1.6476078221325e-09
"PDCD4",4.54756937733226e-10,0.51030830488158,0.978,0.815,1.30005913359175e-05,1.77994707659645e-09
"NELL2",5.45770047245205e-10,-0.514504014709888,0.129,0.411,1.56024741106459e-05,2.11961855558022e-09
"GNLY",6.13093123458416e-10,-2.60203321545067,0.734,0.823,1.75271062134292e-05,2.36276657578974e-09
"NCF4",7.0352561107386e-10,-0.26334368121027,0.022,0.261,2.01123901693795e-05,2.69058268051911e-09
"JAML",7.14087036041166e-10,-0.862213658328382,0.655,0.798,2.04143201863449e-05,2.71028488679261e-09
"RAPGEF6",9.17454848801279e-10,-0.369634345094055,0.496,0.717,2.6228199217531e-05,3.45597653571008e-09
"TNFSF10",9.78120038923438e-10,0.493847118986888,0.705,0.442,2.79624956727432e-05,3.65700104104957e-09
"BIRC3",1.09701924482108e-09,0.442228628963713,1,0.914,3.13615861709449e-05,4.07116030855821e-09
"FOS",1.18764875918148e-09,0.534410847765376,1,1,3.39525027274801e-05,4.37508844374941e-09
"FASLG",1.40690321679467e-09,0.291440395147844,0.317,0.116,4.02205491617261e-05,5.1449526395192e-09
"TRGC2",1.45070567273296e-09,-0.47315946982049,0.317,0.578,4.147277377209e-05,5.2666923336175e-09
"LDLRAD4",1.53349276234747e-09,-0.275943065934374,0.216,0.489,4.38394910899894e-05,5.52719333766965e-09
"CRIP2",1.54903909286658e-09,0.274839758787916,0.18,0.035,4.42839295868698e-05,5.54334703947255e-09
"CD84",1.86235892079696e-09,0.297130384682146,0.835,0.625,5.32411168277434e-05,6.61731786751259e-09
"CRTAM",1.97293564185835e-09,-0.404520674183828,0.259,0.525,5.64022841294466e-05,6.96085039838756e-09
"YWHAQ",2.16475495439003e-09,-0.416640788446012,0.547,0.806,6.18860146361022e-05,7.58421141363221e-09
"ITGB1",2.70510359117279e-09,0.475433196694934,0.928,0.762,7.73335014644477e-05,9.41150624428866e-09
"AP002807.1",2.90051602137278e-09,-0.257544782976199,0.158,0.428,8.29199520190052e-05,1.00217829428122e-08
"FYN",3.11661240556471e-09,-0.440516847241772,0.302,0.589,8.90977154502838e-05,1.06946768163556e-08
"KIAA1324",3.23832445632446e-09,-0.522466928197371,0.525,0.707,9.25772195574037e-05,1.10367384531875e-08
"IL2RA",3.68943647828871e-09,0.414495936306447,0.475,0.232,0.000105473610041318,1.24892410515044e-08
"SIGLEC7",3.79088993777745e-09,-0.353654689010212,0.036,0.267,0.000108373961541182,1.27465493880973e-08
"CAT",3.9141009903123e-09,-0.484127955072859,0.317,0.589,0.000111896319111048,1.30730973076431e-08
"CFAP36",4.67200649012612e-09,0.404315448882232,0.568,0.314,0.000133563321539725,1.55011606063125e-08
"RN7SL5P",4.96347682177224e-09,0.30672080880279,0.964,0.666,0.000141895875380825,1.63598808401835e-08
"LINC00861",5.82169408458859e-09,-0.694264005114849,0.23,0.479,0.000166430590490219,1.90631943554175e-08
"AFF3",5.92814745709061e-09,-0.431493932385414,0.46,0.652,0.000169473879503306,1.9285726467548e-08
"MPG",8.38583837762695e-09,-0.482174413490999,0.173,0.434,0.000239734347539599,2.71051937238136e-08
"KLRF2",1.08524481812287e-08,-0.386875367240923,0,0.2,0.000310249788604967,3.48530547358692e-08
"PRRG3",1.3183658157239e-08,0.331065941880524,1,1,0.000376894419399148,4.20701448202339e-08
"FYB1",1.36534391845377e-08,-0.428984843326016,0.619,0.802,0.000390324519407562,4.32935001990719e-08
"CCR7",1.58243470576632e-08,-0.527658599842757,0.302,0.56,0.000452386433684477,4.98616218609389e-08
"SLA",1.60812175113866e-08,-0.427963473450984,0.604,0.815,0.00045972984621552,5.03543123325293e-08
"GLRX",1.64267984727308e-08,0.672530575937234,0.712,0.564,0.000469609314738429,5.11169318934047e-08
"SELL",1.69002730655684e-08,0.304979241413213,0.971,0.872,0.000483145006398469,5.22656592953689e-08
"CCDC167",2.5081038449056e-08,0.425643072243307,0.302,0.112,0.000717016727181613,7.70895721655035e-08
"AC016739.1",2.63805473787231e-08,-0.35496952483614,0.856,0.87,0.000754167088462936,8.05893551020748e-08
"C16orf54",2.97152840466821e-08,0.264427041842193,0.993,0.976,0.000849500540326549,9.02264079235621e-08
"CD27",3.02585288977451e-08,-0.293367112135747,0.036,0.25,0.000865030824128737,9.13224275769295e-08
"VAV3",4.08682186972386e-08,-0.256632321624051,0.158,0.393,0.00116834063611666,1.22604656091716e-07
"FP671120.4",4.32833781157479e-08,-0.273089062004706,0.439,0.65,0.001237385213573,1.29077216880891e-07
"TRAM1",4.64560729421633e-08,0.385795844082303,0.806,0.631,0.00132808621327057,1.3771889079304e-07
"AC034236.1",4.71328170303534e-08,0.25463237222365,0.849,0.682,0.00134743297326374,1.389031843071e-07
"RNF214",5.66770162964219e-08,0.276586357596134,0.295,0.114,0.00162028254188211,1.66053714412324e-07
"TRAT1",6.08045565790159e-08,0.427753940007761,0.576,0.322,0.00173828066348091,1.77110946779575e-07
"CCL20",6.11974956054105e-08,-0.501940009765266,0.007,0.196,0.00174951400436748,1.77225117331276e-07
"CHKA",6.59821595098225e-08,-0.286137095413809,0.022,0.22,0.00188629797606681,1.89983114450696e-07
"LAT",7.81179836254753e-08,0.487834955998957,0.842,0.701,0.00223323691588509,2.23640627407789e-07
"HDLBP",7.9010573062409e-08,-0.354820951662583,0.331,0.538,0.00225875426270815,2.24910779001516e-07
"RPL13",8.461382019922e-08,0.271838508514409,1,0.992,0.0024189398918553,2.39500135140165e-07
"PAM",9.28777015995444e-08,-0.313239215441921,0.058,0.265,0.00265518773332778,2.61414205063886e-07
"NRP1",1.01366825914461e-07,-0.381089720646813,0.302,0.511,0.00289787481924261,2.83713853537123e-07
"KLRF1",1.03971489142496e-07,-0.754117476836398,0.065,0.279,0.00297233693160569,2.89387311446615e-07
"NHSL2",1.06526786004605e-07,0.29010776709683,0.683,0.493,0.00304538775829964,2.94861435294514e-07
"HDAC9",1.15811939966097e-07,-0.387198154368686,0.223,0.446,0.00331083173975077,3.18800999577003e-07
"TNFRSF18",1.18953417060228e-07,-0.525931686066817,0.338,0.576,0.00340064028691779,3.2565935490259e-07
"TNFAIP8",1.2140809865683e-07,0.457354998491642,0.885,0.752,0.00347081472440145,3.30573138190607e-07
"BTG1",1.24014019847778e-07,-0.395829420287886,1,0.99,0.00354531279940827,3.35843372668846e-07
"DUSP2",1.33312946835899e-07,-0.763934140307144,0.317,0.536,0.00381115052414469,3.59084872928954e-07
"LSP1",1.39221887320574e-07,-0.443522033697187,0.741,0.872,0.00398007531472057,3.72878423142122e-07
"SORL1",1.39922442217004e-07,0.325886945778098,0.77,0.58,0.00400010277809971,3.72878423142122e-07
"CMC1",1.47602919510601e-07,-0.881368177402583,0.151,0.373,0.00421967226296906,3.91264881877307e-07
"STAC",1.50873283195813e-07,-0.260488942083994,0.014,0.196,0.0043131654200019,3.97829025690012e-07
"AC103724.4",1.59244699492671e-07,0.656911472311606,0.18,0.049,0.00455248746909646,4.1770468296245e-07
"PRR5",1.67621579292449e-07,-0.388330223773839,0.266,0.477,0.00479196570881253,4.36933950016776e-07
"TNFAIP3",1.68319864976522e-07,0.441717350601747,1,0.923,0.00481192829994882,4.36933950016776e-07
"FTL",1.75690354939762e-07,0.311275730759712,0.993,0.967,0.00502263586701792,4.53715813530005e-07
"CD3G",1.81600763827827e-07,-0.479395830059795,0.475,0.658,0.00519160263630993,4.66574270142264e-07
"GMPR2",2.15528831690422e-07,0.354271429732235,0.417,0.2,0.0061615382403658,5.50918085086233e-07
"RBL2",2.22554006532638e-07,-0.274075658553425,0.576,0.762,0.00636237393875505,5.65987600369805e-07
"RNF19A",2.38675207875977e-07,-0.285807056115037,0.252,0.493,0.00682324684275842,6.03920601746789e-07
"LY6E",2.46831069261996e-07,0.379850513966374,0.633,0.407,0.00705640660806194,6.21418923116885e-07
"PRNP",3.09495082604403e-07,0.285094715568433,0.727,0.485,0.00884784542149466,7.75285181924029e-07
"RPLP1",3.15967837449759e-07,-0.2934251348542,1,0.996,0.00903288853701372,7.87561624688206e-07
"PPIB",4.27448599871909e-07,0.42951403432574,0.892,0.829,0.0122199005731381,1.06015717096944e-06
"ITGA4",4.66598785321414e-07,-0.28368916360305,0.345,0.587,0.0133391260747686,1.15155660810852e-06
"RGS10",4.93414289700034e-07,-0.456207806347911,0.079,0.283,0.0141057277139446,1.21176744676332e-06
"APMAP",5.00145839329228e-07,-0.285573656459887,0.216,0.448,0.014298169254744,1.2223076366046e-06
"MSRB3",5.17537296689324e-07,0.257155863133396,0.54,0.332,0.0147953562377544,1.25867080408423e-06
"ANXA2",5.28958069370395e-07,0.461101086783499,0.475,0.279,0.0151218532871609,1.28023184905588e-06
"MBP",5.81481222125311e-07,-0.26085966299322,0.345,0.544,0.0166233851781184,1.40058698213837e-06
"ARHGAP9",6.66486566241657e-07,-0.409281121284975,0.504,0.694,0.0190535179557165,1.5976544004166e-06
"PLIN2",7.57887920399322e-07,0.440054680169073,0.583,0.387,0.0216664998683758,1.80810403866695e-06
"NDFIP2",8.00864864264845e-07,0.294784108575037,0.302,0.134,0.0228951247396034,1.90157960661937e-06
"CTSH",8.17767015117197e-07,-0.392120794389268,0.043,0.226,0.0233783234281704,1.93255318195149e-06
"LDHB",8.43696760606521e-07,0.476463324835456,0.871,0.754,0.0241196029922192,1.98446984537027e-06
"BST2",9.33620294195303e-07,-0.454570222039617,0.424,0.639,0.0266903369704553,2.18571853921424e-06
"DYNLRB1",9.4362310641349e-07,-0.483110145061618,0.158,0.375,0.0269762973661489,2.19886128517748e-06
"DOCK10",9.69782742188212e-07,-0.357446114984122,0.468,0.664,0.0277241490336766,2.24105192934146e-06
"ARID5A",9.70675186960272e-07,-0.278068458212808,0.288,0.519,0.0277496622448202,2.24105192934146e-06
"GPR183",1.10014651606126e-06,0.570783663195505,0.914,0.815,0.0314509886011593,2.52831836948024e-06
"ARHGAP5",1.13834551716584e-06,0.270329817025525,0.597,0.395,0.0325430216447371,2.60416029269446e-06
"KLRC2",1.16126328204427e-06,-0.268939206444686,0.086,0.273,0.0331981947070817,2.64451320138264e-06
"DPEP2",1.22502607404497e-06,0.285095143712234,0.281,0.12,0.0350210454047975,2.77709530812908e-06
"NAA38",1.41759884488314e-06,-0.420842420200382,0.158,0.383,0.0405263157775193,3.19917577156061e-06
"ANKRD10",1.54796324297559e-06,-0.5622023144938,0.806,0.876,0.0442531731901861,3.47771114229044e-06
"PPP2R5C",1.55649643543312e-06,0.302726188389324,0.978,0.864,0.0444971200961621,3.4812710453214e-06
"CA2",1.65576198343301e-06,-0.318972956862859,0.05,0.23,0.047334923582383,3.68683001644418e-06
"STAU2",1.72850482875452e-06,-0.42701239116396,0.424,0.603,0.0494144960444343,3.83177397878768e-06
"RBPJ",1.76184643563407e-06,-0.584139304239524,0.827,0.876,0.0503676659019067,3.88848045926285e-06
"ARHGAP15",1.78726182647773e-06,0.41410847357262,0.921,0.825,0.0510942410953455,3.92727269765502e-06
"CPNE7",1.86481183912285e-06,-0.357178059004572,0.137,0.336,0.053311240856844,4.0797848532775e-06
"GOLGA8B",1.88093614918877e-06,-0.357535422483954,0.647,0.796,0.0537722026330085,4.09716961192858e-06
"COTL1",2.01051588909748e-06,-0.35123183576469,0.518,0.697,0.0574766282375189,4.36046952570493e-06
"STAT4",2.07429359409692e-06,0.384203764386534,0.669,0.47,0.0592999052680426,4.47940125276963e-06
"NPEPPS",2.21290679935793e-06,-0.299217039537026,0.633,0.747,0.0632625795800446,4.75822449132328e-06
"MCUB",2.23264756501061e-06,-0.298866811975222,0.266,0.479,0.0638269285885234,4.78015568406119e-06
"CD4",2.43585323248017e-06,-0.277248146053321,0.072,0.251,0.0696361722101432,5.19303178498965e-06
"LAPTM5",2.48461454911193e-06,0.295166969683688,0.928,0.811,0.0710301607300119,5.27454190298762e-06
"SEPT2",2.55144550033151e-06,-0.387878710479968,0.755,0.861,0.0729407239634772,5.3935620070299e-06
"MIR181A1HG",2.66789243145125e-06,-0.251359924655455,0.072,0.251,0.0762697088303285,5.61602566452554e-06
"GIMAP4",2.74859785181522e-06,0.337792814055986,0.626,0.417,0.0785769153876935,5.76170512033232e-06
"RPL8",2.88956279849097e-06,0.31171259404897,0.993,0.951,0.0826068212832598,6.0319623418499e-06
"MYO9A",2.90347772387687e-06,-0.335701586767722,0.23,0.438,0.0830046211701919,6.03586033054901e-06
"MAPRE2",3.00750888286574e-06,-0.2560824531416,0.453,0.648,0.0859786639433656,6.22628905089146e-06
"CD3D",3.18360794734615e-06,-0.77133608453391,0.101,0.287,0.0910129839987318,6.56373490378775e-06
"LINC02422",3.43451691228777e-06,-0.28342410180971,0.029,0.189,0.0981859694884827,7.05202038137775e-06
"UBQLN1",3.72149551370806e-06,0.285784406631796,0.712,0.47,0.106390113745886,7.61007858109281e-06
"PKIB",3.81925030282848e-06,0.552975568490603,0.705,0.597,0.10918472765726,7.77822927527263e-06
"PON2",4.00343515475698e-06,-0.321281366894648,0.129,0.32,0.114450204204193,8.12032798596457e-06
"SPRY1",4.03638880152932e-06,-0.331193084098435,0.115,0.306,0.11539228305812,8.15415640954109e-06
"SLC25A36",4.73324894434847e-06,-0.29990038909803,0.129,0.324,0.135314120821034,9.52352498441198e-06
"AL133453.1",4.78181803833072e-06,0.278038673118703,0.489,0.308,0.136702614079799,9.58276334881476e-06
"ERN1",4.84481567845737e-06,0.429438707689106,0.885,0.701,0.138503590615739,9.6703293024189e-06
"ZFP36L2",5.126871305487e-06,0.267183118329558,1,0.974,0.146566996881262,1.01927084287658e-05
